item_id,order_id,product_id,product_name,category,quantity,unit_price_USD,discount_pct,line_total_USD
ITEM-001752,ORD-00471,PROD-0105,Sunglasses Pro,apparel,18,814.1,0.1,13188.42
ITEM-001753,ORD-00471,PROD-0034,Smart Thermostat,Home & Garden,9,$669.46,0.21,4759.86
ITEM-001754,ORD-00471,PROD-0104,Hot Sauce Bundle Pro,food & beverage,14,"$1,314.76",0.06,17302.24
ITEM-001755,ORD-00471,PROD-0190,Foam Roller Pro,Sports,9,2998.27,0.11,24016.14
ITEM-001756,ORD-03430,PROD-0127,Desk Lamp Pro,Home&Garden,9,$50.58,0.32,$309.55
ITEM-001757,ORD-03430,PROD-0094,Growth Hacking Pro,Books,13,1026.12,0.22,10404.86
ITEM-001758,ORD-03430,PROD-0187,SQL Deep Dive Pro,Books,15,3875.59,0.17,48251.1
ITEM-001759,ORD-03430,PROD-0062,Python for Beginners,Books,5,997.77,0.31,3442.31
ITEM-001760,ORD-02311,PROD-0044,Jump Rope,Sports,2,129.09,0.39,157.49
ITEM-001761,ORD-02311,PROD-0060,Makeup Brush Set,Beauty,3,"$2,450.90",0.09,6690.96
ITEM-001762,ORD-01865,PROD-0075,Hot Sauce Bundle,Food & Beverage,19,1052.52,0.37,12598.66
ITEM-001763,ORD-01865,PROD-0059,Shampoo & Conditioner,Beauty,12,1389.29,0.18,13670.61
ITEM-001764,ORD-01865,PROD-0118,Foam Roller Pro,Sports,11,4306.63,0.29,33634.78
ITEM-001765,ORD-04851,PROD-0146,Design Software Pro,Software,3,723.98,0.2,"$1,737.55"
ITEM-001766,ORD-04851,PROD-0072,Protein Bars 12pk,Food & Beverage,3,1658.51,0.13,4328.71
ITEM-001767,ORD-04389,PROD-0182,Coffee Maker Pro,Home & Garden,20,1789.99,0.37,22553.87
ITEM-001768,ORD-03820,PROD-0120,Foam Roller Pro,Sports,17,"$3,490.02",0.12,52210.7
ITEM-001769,ORD-03820,PROD-0130,Storage Ottoman Pro,Home & Garden,9,1867.26,0.12,"$14,788.70"
ITEM-001770,ORD-03820,PROD-0002,Smart Watch,Electronics,8,1070.87,0.14,7367.59
ITEM-001771,ORD-03820,PROD-0107,Dress Shoes Pro,Apparel,11,821.85,0.32,6147.44
ITEM-001772,ORD-02903,PROD-0006,Mechanical Keyboard,Electronics,14,1517.09,1.16,19115.33
ITEM-001773,ORD-02903,PROD-0066,SQL Deep Dive,Books,11,2840.66,0.17,25935.23
ITEM-001774,ORD-02903,PROD-0021,Running Shoes,Apparel,4,467.63,0.1,1683.47
ITEM-001775,ORD-02903,PROD-0097,Hot Sauce Bundle Pro,Food & Beverage,5,1311.29,0.23,5048.47
ITEM-001776,ORD-03504,PROD-0030,Sunglasses,Apparrel,10,685.18,0.27,5001.81
ITEM-001777,ORD-03504,PROD-0119,Baseball Cap Pro,Apparel,9,"$1,471.39",0.14,11388.56
ITEM-001778,ORD-00576,PROD-0111,Product Management v2,Books,9,327.73,0.31,2035.2
ITEM-001779,ORD-00576,PROD-0179,Growth Hacking Pro,Books,13,1274.57,0.36,10604.42
ITEM-001780,ORD-00576,PROD-0023,Business Jacket,Apparel,3,1140.19,0.13,"$2,975.90"
ITEM-001781,ORD-04113,PROD-0143,Smoothie Mix Pro,food & beverage,5,841.22,0.17,3491.06
ITEM-001782,ORD-03481,PROD-0122,Video Conferencing Pro,Software,13,2447.65,0.26,"$23,546.39"
ITEM-001783,ORD-03481,PROD-0120,Foam Roller Pro,Sports,11,"$3,490.02",0.13,33399.49
ITEM-001784,ORD-03481,PROD-0172,Desk Lamp Pro,Home & Garden,15,46.39,0.21,549.72
ITEM-001785,ORD-03481,PROD-0148,Wall Art Pro,Home & Garden,4,1318.36,0.23,"$4,060.55"
ITEM-001786,ORD-02072,PROD-0059,Shampoo & Conditioner,Beauty,8,"$1,389.29",0.09,10114.03
ITEM-001787,ORD-02072,PROD-0186,Security Suite Pro,Software,12,2016.16,0.28,"$17,419.62"
ITEM-001788,ORD-02072,PROD-0066,SQL Deep Dive,Books,9,2840.66,1.15,24543.3
ITEM-001789,ORD-04111,PROD-0094,Growth Hacking Pro,Books,13,1026.12,0.01,13206.16
ITEM-001790,ORD-04111,PROD-0060,Makeup Brush Set,Beauty,9,2450.9,0.27,16102.41
ITEM-001791,ORD-04111,PROD-0012,CRM Platform,Software,10,558.51,0.01,5529.25
ITEM-001792,ORD-04111,PROD-0122,Video Conferencing Pro,Software,11,"$2,447.65",0.08,24770.22
ITEM-001793,ORD-02182,PROD-0033,Robot Vacuum,Home & Garden,13,1014.56,0.2,10551.42
ITEM-001794,ORD-02182,PROD-0108,Analytics Tool Pro,Software,19,1922.02,0.16,30675.44
ITEM-001795,ORD-02182,PROD-0102,Smart Thermostat Pro,Home & Garden,14,842.5,0.08,10851.4
ITEM-001796,ORD-03336,PROD-0003,Bluetooth Speaker,Electronics,1,$117.98,0.15,100.28
ITEM-001797,ORD-03336,PROD-0082,Dark Chocolate Box Pro,Food & Beverage,20,472.75,0.19,7658.55
ITEM-001798,ORD-03336,PROD-0146,Design Software Pro,Software,2,723.98,0.34,955.65
ITEM-001799,ORD-02028,PROD-0098,Moisturiser SPF50 Pro,Beauty,1,1270.72,0.31,876.8
ITEM-001800,ORD-02028,PROD-0056,Lip Balm Set,Beauty,7,238.66,0.17,1386.61
ITEM-001801,ORD-02028,PROD-0189,Coffee Maker Pro,Home & Garden,11,"$2,619.56",0.15,24492.89
ITEM-001802,ORD-02028,PROD-0194,Robot Vacuum Pro,Home & Garden,8,"$1,067.17",0.15,7256.76
ITEM-001803,ORD-04265,PROD-0028,Backpack,Apparel,15,621.89,0.17,"$7,742.53"
ITEM-001804,ORD-04265,PROD-0116,Email Marketing Tool Pro,Software,18,938.94,0.21,13351.73
ITEM-001805,ORD-04265,PROD-0106,Cycling Helmet Pro,Sports,12,1257.89,0.2,12075.74
ITEM-001806,ORD-04265,PROD-0169,Portable Charger Pro,Electronics,18,410.99,0.15,"$6,288.15"
ITEM-001807,ORD-00600,PROD-0055,Perfume 50ml,Beauty,4,1469.34,0.31,4055.38
ITEM-001808,ORD-00600,PROD-0132,Business Jacket Pro,Apparel,2,1511.13,0.03,2931.59
ITEM-001809,ORD-00600,PROD-0165,Energy Drink Pack Pro,Food & Beverage,17,1670.16,0.19,22998.1
ITEM-001810,ORD-00600,PROD-0066,SQL Deep Dive,Books,8,2840.66,0.3,"$15,907.70"
ITEM-001811,ORD-02244,PROD-0190,Foam Roller Pro,Sports,7,2998.27,0.18,17210.07
ITEM-001812,ORD-02244,PROD-0191,Garden Hose Pro,Home & Garden,17,338.86,0.28,4147.65
ITEM-001813,ORD-02244,PROD-0066,SQL Deep Dive,Books,14,2840.66,0.2,31815.39
ITEM-001814,ORD-02244,PROD-0040,Storage Ottoman,Home & Garden,-7,2043.74,0.07,22808.14
ITEM-001815,ORD-04701,PROD-0147,Monitor 27in Pro,Electronics,12,114.25,0.19,1110.51
ITEM-001816,ORD-04701,PROD-0158,Wall Art Pro,Home&Garden,8,1235.81,0.4,5931.89
ITEM-001817,ORD-00208,PROD-0147,Monitor 27in Pro,electronics,20,114.25,0.36,1462.4
ITEM-001818,ORD-00208,PROD-0109,Financial Freedom Pro,Books,9,1601.89,0.26,10668.59
ITEM-001819,ORD-00208,PROD-0020,Video Conferencing,Software,5,1857.53,0.35,6036.97
ITEM-001820,ORD-00317,PROD-0095,Bed Sheets Pro,Home & Garden,6,"$1,260.77",0.28,5446.53
ITEM-001821,ORD-00317,PROD-0052,Vitamin C Serum,Beauty,17,726.02,0.33,8269.37
ITEM-001822,ORD-03269,PROD-0064,Leadership Principles,Books,20,806,0.03,15636.4
ITEM-001823,ORD-03269,PROD-0111,Product Management v2,Books,20,327.73,0.24,4981.5
ITEM-001824,ORD-02908,PROD-0011,Project Management Suite,Software,-3,947.94,0.03,13792.53
ITEM-001825,ORD-02908,PROD-0193,Bed Sheets Pro,Home & Garden,2,1439.66,0.16,2418.63
ITEM-001826,ORD-02908,PROD-0166,Product Management v2,Books,20,557.83,0.35,7251.79
ITEM-001827,ORD-03799,PROD-0140,Bed Sheets Pro,Home & Garden,14,1071.89,0.09,13655.88
ITEM-001828,ORD-03799,PROD-0060,Makeup Brush Set,Beauty,9,2450.9,0.05,20955.19
ITEM-001829,ORD-03799,PROD-0033,Robot Vacuum,Home and Garden,9,1014.56,0.38,5661.24
ITEM-001830,ORD-03799,PROD-0079,Energy Drink Pack,Food & Beverage,11,1871.84,1.19,"$15,236.78"
ITEM-001831,ORD-00630,PROD-0199,Makeup Brush Set Pro,Beauty,3,3414.28,0.19,8296.7
ITEM-001832,ORD-04587,PROD-0067,Design Thinking,Books,11,866.02,0.24,7239.93
ITEM-001833,ORD-04587,PROD-0002,Smart Watch,Electronics,20,1070.87,0.31,14778.01
ITEM-001834,ORD-04674,PROD-0170,Vitamin C Serum Pro,Beauty,10,862.09,0.18,7069.14
ITEM-001835,ORD-03639,PROD-0153,Analytics Tool Pro,SOFTWARE,10,2914.31,0.03,28268.81
ITEM-001836,ORD-02370,PROD-0182,Coffee Maker Pro,Home & Garden,15,1789.99,0.29,19063.39
ITEM-001837,ORD-02370,PROD-0023,Business Jacket,Apparel,16,"$1,140.19",1.18,17330.89
ITEM-001838,ORD-00153,PROD-0015,Email Marketing Tool,Software,4,997.69,0.29,2833.44
ITEM-001839,ORD-00153,PROD-0050,Cycling Helmet,Sports,8,1184.49,0.02,9286.4
ITEM-001840,ORD-00153,PROD-0093,Financial Freedom Pro,Books,17,1358.05,0.09,21009.03
ITEM-001841,ORD-00153,PROD-0125,Python for Beginners Pro,Books,14,935.12,0.19,10604.26
ITEM-001842,ORD-02676,PROD-0137,Air Purifier Pro,Home&Garden,12,2331.88,0.09,25464.13
ITEM-001843,ORD-02852,PROD-0165,Energy Drink Pack Pro,Food & Beverage,7,1670.16,0.3,8183.78
ITEM-001844,ORD-02852,PROD-0069,Growth Hacking,Books,18,910.45,0.4,9832.86
ITEM-001845,ORD-03226,PROD-0197,Tennis Racket Pro,Sports,4,70.96,0.05,269.65
ITEM-001846,ORD-03997,PROD-0084,SQL Deep Dive Pro,Books,18,3859.71,0.14,59748.31
ITEM-001847,ORD-02989,PROD-0166,Product Management v2,Books,20,557.83,0.09,10152.51
ITEM-001848,ORD-00520,PROD-0067,Design Thinking,Books,20,866.02,0.37,10911.85
ITEM-001849,ORD-00520,PROD-0077,Nuts & Seeds Mix,Food & Beverage,10,1002.34,0.27,7317.08
ITEM-001850,ORD-00520,PROD-0111,Product Management v2,BOOKS,8,327.73,0.31,1809.07
ITEM-001851,ORD-02892,PROD-0045,Foam Roller,Sports,10,3167.91,0.18,25976.86
ITEM-001852,ORD-02892,PROD-0132,Business Jacket Pro,Apparel,15,1511.13,0.36,"$14,506.85"
ITEM-001853,ORD-02779,PROD-0136,Cycling Helmet Pro,Sports,8,1098.6,0.28,6327.94
ITEM-001854,ORD-04173,PROD-0129,Baseball Cap Pro,Apparel,12,1239.92,0.21,11754.44
ITEM-001855,ORD-04173,PROD-0077,Nuts & Seeds Mix,Food & Beverage,19,1002.34,0.21,15045.12
ITEM-001856,ORD-04173,PROD-0135,Bed Sheets Pro,Home and Garden,13,1103.72,0.32,9756.88
ITEM-001857,ORD-04173,PROD-0159,USB-C Hub Pro,Electronics,20,2734.41,0.13,"$47,578.73"
ITEM-001858,ORD-00899,PROD-0150,Mechanical Keyboard Pro,Electronics,14,1592.88,0.04,21408.31
ITEM-001859,ORD-00899,PROD-0030,Sunglasses,Apparel,14,685.18,0.1,8633.27
ITEM-001860,ORD-00410,PROD-0148,Wall Art Pro,Home & Garden,11,1318.36,0.32,9861.33
ITEM-001861,ORD-00410,PROD-0081,Webcam HD Pro,Electronics,17,846.49,0.4,8634.2
ITEM-001862,ORD-00453,PROD-0054,Electric Toothbrush,Beauty,15,1315.46,0.39,12036.46
ITEM-001863,ORD-00453,PROD-0111,Product Management v2,Books,1,327.73,0.34,216.3
ITEM-001864,ORD-00453,PROD-0160,AI Fundamentals Pro,Books,1,$225.00,0.21,177.75
ITEM-001865,ORD-00453,PROD-0194,Robot Vacuum Pro,Home & Garden,8,"$1,067.17",0.21,6744.51
ITEM-001866,ORD-03802,PROD-0139,Moisturiser SPF50 Pro,Beauty,18,1862.5,0.33,"$22,461.75"
ITEM-001867,ORD-03802,PROD-0179,Growth Hacking Pro,Books,1,1274.57,0.1,1147.11
ITEM-001868,ORD-04746,PROD-0097,Hot Sauce Bundle Pro,Food & Beverage,15,1311.29,0.11,17505.72
ITEM-001869,ORD-00546,PROD-0069,Growth Hacking,Books,14,910.45,0.27,"$9,304.80"
ITEM-001870,ORD-00546,PROD-0185,Green Tea Collection Pro,food & beverage,4,653.88,0.36,1673.93
ITEM-001871,ORD-00546,PROD-0197,Tennis Racket Pro,Sports,19,70.96,0.33,903.32
ITEM-001872,ORD-00546,PROD-0091,Wall Art Pro,Home & Garden,11,1457.61,0.29,"$11,383.93"
ITEM-001873,ORD-02432,PROD-0108,Analytics Tool Pro,Software,17,1922.02,0.16,27446.45
ITEM-001874,ORD-02432,PROD-0167,Makeup Brush Set Pro,Beauty,9,2625.63,0.28,17014.08
ITEM-001875,ORD-02432,PROD-0107,Dress Shoes Pro,Apparel,7,821.85,0.06,5407.77
ITEM-001876,ORD-03138,PROD-0060,Makeup Brush Set,Beauty,14,2450.9,0.16,"$28,822.58"
ITEM-001877,ORD-03138,PROD-0039,Desk Lamp,Home & Garden,1,37.13,0.34,24.51
ITEM-001878,ORD-03138,PROD-0131,Design Thinking Pro,Books,10,880.31,0.12,7746.73
ITEM-001879,ORD-03138,PROD-0178,Gym Bag Pro,sports,6,229.12,0.07,1278.49
ITEM-001880,ORD-02090,PROD-0180,Sunglasses Pro,Apparel,7,683.34,0.14,4113.71
ITEM-001881,ORD-02090,PROD-0049,Tennis Racket,Sports,10,64.18,0.38,397.92
ITEM-001882,ORD-02090,PROD-0103,Analytics Tool Pro,Software,16,2266.75,0.31,25024.92
ITEM-001883,ORD-02090,PROD-0043,Protein Powder,Sports,7,345.71,0.07,2250.57
ITEM-001884,ORD-02081,PROD-0047,Gym Bag,SPORTS,9,247.22,0.21,1757.73
ITEM-001885,ORD-03643,PROD-0176,Video Conferencing Pro,Software,3,2262.72,0.24,5159
ITEM-001886,ORD-00040,PROD-0106,Cycling Helmet Pro,Sports,19,1257.89,0.18,19597.93
ITEM-001887,ORD-00040,PROD-0166,Product Management v2,Books,1,557.83,0.17,463
ITEM-001888,ORD-02194,PROD-0106,Cycling Helmet Pro,Sports,7,1257.89,0.33,5899.5
ITEM-001889,ORD-04594,PROD-0062,Python for Beginners,Book,18,997.77,0.04,17241.47
ITEM-001890,ORD-04594,PROD-0132,Business Jacket Pro,Apparel,17,1511.13,0.39,"$15,670.42"
ITEM-001891,ORD-04594,PROD-0198,Vitamin C Serum Pro,Beauty,8,826.67,0.22,5158.42
ITEM-001892,ORD-04594,PROD-0024,Winter Coat,Apparel,6,1531.64,0.18,7535.67
ITEM-001893,ORD-01179,PROD-0174,Gym Bag Pro,Sports,16,335.66,0.31,3705.69
ITEM-001894,ORD-01179,PROD-0132,Business Jacket Pro,Apparel,-9,1511.13,0.26,3354.71
ITEM-001895,ORD-01879,PROD-0144,Protein Bars 12pk v2,Food & Beverage,10,"$1,597.60",0.14,13739.36
ITEM-001896,ORD-01907,PROD-0049,Tennis Racket,Sports,20,64.18,0.06,1206.58
ITEM-001897,ORD-01907,PROD-0162,Mechanical Keyboard Pro,Electronics,11,"$1,226.74",0.19,"$10,930.25"
ITEM-001898,ORD-01907,PROD-0060,Makeup Brush Set,Beauty,17,2450.9,0.08,38332.08
ITEM-001899,ORD-01907,PROD-0014,Accounting Software,Software,16,435.63,0.1,6273.07
ITEM-001900,ORD-01636,PROD-0077,Nuts & Seeds Mix,Food and Beverage,5,1002.34,0.24,3808.89
ITEM-001901,ORD-01636,PROD-0050,Cycling Helmet,Sports,16,1184.49,0.13,"$16,488.10"
ITEM-001902,ORD-01636,PROD-0021,Running Shoes,Apparel,20,467.63,0.2,7482.08
ITEM-001903,ORD-00090,PROD-0059,Shampoo & Conditioner,Beauty,10,1389.29,0.01,13753.97
ITEM-001904,ORD-00084,PROD-0002,Smart Watch,Electronics ,6,1070.87,0.22,5011.67
ITEM-001905,ORD-00084,PROD-0022,Casual T-Shirt,Apparel,16,263.25,0.4,2527.2
ITEM-001906,ORD-00084,PROD-0164,Jump Rope Pro,Sports,16,131.56,0.28,1515.57
ITEM-001907,ORD-02659,PROD-0019,Security Suite,Software,14,1657.49,0.09,21116.42
ITEM-001908,ORD-04468,PROD-0045,Foam Roller,Sports,19,3167.91,0.18,49356.04
ITEM-001909,ORD-00663,PROD-0015,Email Marketing Tool,Software,13,997.69,0.31,8949.28
ITEM-001910,ORD-00663,PROD-0085,Data Analytics Guide Pro,Books,2,861.2,0.15,1464.04
ITEM-001911,ORD-00663,PROD-0121,Analytics Tool Pro,Software,3,2845.63,0.25,6402.67
ITEM-001912,ORD-00663,PROD-0018,Cloud Storage,software,9,1471.32,0.23,10196.25
ITEM-001913,ORD-02939,PROD-0017,Design Software,Software,1,819.73,0.05,778.74
ITEM-001914,ORD-02939,PROD-0161,Hot Sauce Bundle Pro,Food & Beverage ,-1,"$1,006.11",0.21,4768.96
ITEM-001915,ORD-02168,PROD-0121,Analytics Tool Pro,Software,12,2845.63,0.04,32781.66
ITEM-001916,ORD-02296,PROD-0176,Video Conferencing Pro,SOFTWARE,9,2262.72,0.09,18531.68
ITEM-001917,ORD-02422,PROD-0087,Hair Dryer Pro,Beauty,10,957.33,0.02,9381.83
ITEM-001918,ORD-02422,PROD-0165,Energy Drink Pack Pro,Food & Beverage,1,1670.16,0.11,1486.44
ITEM-001919,ORD-02422,PROD-0061,Data Analytics Guide,Books,4,706.17,0.31,1949.03
ITEM-001920,ORD-00255,PROD-0046,Water Bottle,Sports,-1,1267.26,0.38,11785.52
ITEM-001921,ORD-03057,PROD-0007,Gaming Mouse,Electronics,5,1421.71,0.22,5544.67
ITEM-001922,ORD-03057,PROD-0158,Wall Art Pro,HOME & GARDEN,13,1235.81,0.39,9799.97
ITEM-001923,ORD-03057,PROD-0059,Shampoo & Conditioner,Beauty,18,1389.29,0.15,21256.14
ITEM-001924,ORD-04519,PROD-0055,Perfume 50ml,Beauty,9,1469.34,0.27,"$9,653.56"
ITEM-001925,ORD-04519,PROD-0032,Air Purifier,Home & Garden,6,2282.93,0.36,8766.45
ITEM-001926,ORD-04519,PROD-0123,Laptop Stand Pro,Electronics,18,55.29,0.35,646.89
ITEM-001927,ORD-03984,PROD-0136,Cycling Helmet Pro,Sports,1,1098.6,0.31,$758.03
ITEM-001928,ORD-03984,PROD-0067,Design Thinking,Books,4,866.02,0.27,2528.78
ITEM-001929,ORD-03984,PROD-0053,Hair Dryer,Beauty,13,1169.24,0.38,9424.07
ITEM-001930,ORD-02252,PROD-0138,Perfume 50ml Pro,Beauty,6,1325.71,0.11,7079.29
ITEM-001931,ORD-02252,PROD-0166,Product Management v2,Books,5,557.83,0.17,2314.99
ITEM-001932,ORD-02252,PROD-0193,Bed Sheets Pro,Home & Garden,20,1439.66,0.24,21882.83
ITEM-001933,ORD-02252,PROD-0157,Analytics Tool Pro,Software,7,1897.69,0.36,8501.65
ITEM-001934,ORD-00069,PROD-0058,Nail Polish Set,Beauty,18,372.61,0.33,4493.68
ITEM-001935,ORD-00658,PROD-0123,Laptop Stand Pro,Electronics,19,55.29,1.3,1040
ITEM-001936,ORD-00658,PROD-0090,Winter Coat Pro,Apparel,20,1531.24,0.29,21743.61
ITEM-001937,ORD-00658,PROD-0052,Vitamin C Serum,Beauty,1,726.02,0.31,500.95
ITEM-001938,ORD-00658,PROD-0038,Wall Art,Home & Garden,5,1162.29,0.21,4591.05
ITEM-001939,ORD-00050,PROD-0024,Winter Coat,Apparel,15,1531.64,0.12,20217.65
ITEM-001940,ORD-00050,PROD-0048,Fitness Tracker,Sports,9,"$1,613.68",0.22,11328.03
ITEM-001941,ORD-02829,PROD-0140,Bed Sheets Pro,Home & Garden,11,1071.89,0.04,11319.16
ITEM-001942,ORD-02836,PROD-0199,Makeup Brush Set Pro,beauty,5,3414.28,1.43,14339.98
ITEM-001943,ORD-02836,PROD-0065,Financial Freedom,Books,12,1469.98,0.16,14817.4
ITEM-001944,ORD-02836,PROD-0004,USB-C Hub,Electronics,12,2263.48,0.16,22815.88
ITEM-001945,ORD-04879,PROD-0158,Wall Art Pro,home & garden,8,1235.81,0.35,6426.21
ITEM-001946,ORD-04879,PROD-0138,Perfume 50ml Pro,Beauty,10,"$1,325.71",0.02,"$12,991.96"
ITEM-001947,ORD-03642,PROD-0111,Product Management v2,Books,17,327.73,0.2,4457.13
ITEM-001948,ORD-03642,PROD-0055,Perfume 50ml,Beauty,7,1469.34,0.07,"$9,565.40"
ITEM-001949,ORD-03642,PROD-0097,Hot Sauce Bundle Pro,Food & Beverage,6,1311.29,0.23,"$6,058.16"
ITEM-001950,ORD-02598,PROD-0062,Python for Beginners,Books,1,$997.77,0.33,668.51
ITEM-001951,ORD-02598,PROD-0163,Smart Thermostat Pro,Home & Garden,5,820.19,1.17,2747.64
ITEM-001952,ORD-02073,PROD-0120,Foam Roller Pro,Sports,-5,3490.02,0.04,43555.45
ITEM-001953,ORD-02073,PROD-0062,Python for Beginners,Books,14,997.77,0.23,10755.96
ITEM-001954,ORD-04050,PROD-0148,Wall Art Pro,Home & Garden,6,1318.36,0.29,5616.21
ITEM-001955,ORD-04050,PROD-0010,Portable Charger,Electronics,15,334.02,1.19,4058.34
ITEM-001956,ORD-04203,PROD-0030,Sunglasses,Apparel,7,$685.18,0.01,4748.3
ITEM-001957,ORD-00276,PROD-0056,Lip Balm Set,Beuty,8,238.66,0.36,"$1,221.94"
ITEM-001958,ORD-00276,PROD-0029,Baseball Cap,Apparel,17,1309.55,0.18,18255.13
ITEM-001959,ORD-04295,PROD-0152,Marketing Mastery Pro,Books,8,2538.42,0.34,"$13,402.86"
ITEM-001960,ORD-04295,PROD-0157,Analytics Tool Pro,Software,2,1897.69,0.4,"$2,277.23"
ITEM-001961,ORD-04295,PROD-0115,Smart Thermostat Pro,Home & Garden,6,618.21,0.13,"$3,227.06"
ITEM-001962,ORD-00426,PROD-0192,Nail Polish Set Pro,Beauty,17,469.83,0.21,6309.82
ITEM-001963,ORD-00426,PROD-0182,Coffee Maker Pro,Home & Garden,18,1789.99,0.2,25775.86
ITEM-001964,ORD-00426,PROD-0074,Organic Honey,Food & Beverage,11,1181.07,0.3,9094.24
ITEM-001965,ORD-00913,PROD-0090,Winter Coat Pro,Apparel,4,1531.24,0.05,5818.71
ITEM-001966,ORD-00913,PROD-0056,Lip Balm Set,Beauty,18,238.66,0.21,3393.75
ITEM-001967,ORD-00913,PROD-0097,Hot Sauce Bundle Pro,F&B,2,1311.29,0.37,"$1,652.23"
ITEM-001968,ORD-00913,PROD-0031,Coffee Maker,Home & Garden,13,1966.81,0.35,16619.54
ITEM-001969,ORD-03912,PROD-0107,Dress Shoes Pro,Apparel,10,821.85,0.14,7067.91
ITEM-001970,ORD-03912,PROD-0186,Security Suite Pro,Software,14,2016.16,0.07,26250.4
ITEM-001971,ORD-00960,PROD-0124,Growth Hacking Pro,Books,5,$855.22,0.33,2864.99
ITEM-001972,ORD-00960,PROD-0085,Data Analytics Guide Pro,Books,10,861.2,0.18,7061.84
ITEM-001973,ORD-02400,PROD-0144,Protein Bars 12pk v2,Food & Beverage,17,1597.6,0.35,17653.48
ITEM-001974,ORD-02400,PROD-0171,HR Management System Pro,Software,7,1930.86,0.19,10947.98
ITEM-001975,ORD-02400,PROD-0068,Product Management,Books,1,406.78,0.05,386.44
ITEM-001976,ORD-01291,PROD-0198,Vitamin C Serum Pro,Beauty,20,826.67,0.28,11904.05
ITEM-001977,ORD-01291,PROD-0103,Analytics Tool Pro,Software,15,2266.75,0.03,32981.21
ITEM-001978,ORD-01291,PROD-0173,Wireless Headphones Pro,Electronics,15,581.83,0.33,5847.39
ITEM-001979,ORD-01291,PROD-0051,Moisturiser SPF50,Beauty,17,1404.4,0.19,19338.59
ITEM-001980,ORD-01563,PROD-0059,Shampoo & Conditioner,Beuty,2,1389.29,0.17,2306.22
ITEM-001981,ORD-01563,PROD-0134,Nuts & Seeds Mix Pro,Food & Beverage,1,1261.6,0.02,"$1,236.37"
ITEM-001982,ORD-01563,PROD-0078,Dark Chocolate Box,Food & Beverage,18,538.02,0.22,7553.8
ITEM-001983,ORD-02825,PROD-0013,Analytics Tool,Softwre,9,2148.49,0.34,12762.03
ITEM-001984,ORD-03613,PROD-0008,Monitor 27in,Electronics,13,142.16,0.37,1164.29
ITEM-001985,ORD-03613,PROD-0162,Mechanical Keyboard Pro,ELECTRONICS,4,"$1,226.74",0.34,3238.59
ITEM-001986,ORD-03613,PROD-0022,Casual T-Shirt,Apparel,8,263.25,0.03,2042.82
ITEM-001987,ORD-04532,PROD-0093,Financial Freedom Pro,books,19,1358.05,0.4,15481.77
ITEM-001988,ORD-04532,PROD-0131,Design Thinking Pro,Books ,18,880.31,0.16,13310.29
ITEM-001989,ORD-03078,PROD-0184,Smart Watch Pro,Electronics,5,984.86,0.07,4579.6
ITEM-001990,ORD-02980,PROD-0073,Green Tea Collection,Food & Beverage,11,482.3,0.26,3925.92
ITEM-001991,ORD-02980,PROD-0169,Portable Charger Pro,Electronics,9,$410.99,0.2,2959.13
ITEM-001992,ORD-02980,PROD-0103,Analytics Tool Pro,Software,8,2266.75,0.03,17589.98
ITEM-001993,ORD-02980,PROD-0042,Resistance Bands,Sports,17,1478.09,0.2,20102.02
ITEM-001994,ORD-01201,PROD-0104,Hot Sauce Bundle Pro,Food & Beverage,3,1314.76,0.22,3076.54
ITEM-001995,ORD-01201,PROD-0173,Wireless Headphones Pro,Electronics,1,581.83,0.03,564.38
ITEM-001996,ORD-02423,PROD-0105,Sunglasses Pro,Apparel,7,814.1,0.26,4217.04
ITEM-001997,ORD-02423,PROD-0069,Growth Hacking,Books,5,910.45,0.02,4461.2
ITEM-001998,ORD-01399,PROD-0159,USB-C Hub Pro,ELECTRONICS,17,2734.41,0.08,42766.17
ITEM-001999,ORD-01399,PROD-0060,Makeup Brush Set,Beauty,8,2450.9,0.12,17254.34
ITEM-002000,ORD-01399,PROD-0012,CRM Platform,Software,13,558.51,0.08,6679.78
ITEM-002001,ORD-03166,PROD-0172,Desk Lamp Pro,Home and Garden,-1,46.39,0.07,388.28
ITEM-002002,ORD-03166,PROD-0068,Product Management,Books,19,406.78,0.31,5332.89
ITEM-002003,ORD-03166,PROD-0094,Growth Hacking Pro,Books,3,1026.12,0.08,2832.09
ITEM-002004,ORD-03166,PROD-0194,Robot Vacuum Pro,Home & Garden,7,1067.17,0.28,5378.54
ITEM-002005,ORD-02579,PROD-0087,Hair Dryer Pro,Beauty,14,957.33,0.31,9247.81
ITEM-002006,ORD-02579,PROD-0194,Robot Vacuum Pro,Home & Garden,10,1067.17,0.36,6829.89
ITEM-002007,ORD-02579,PROD-0136,Cycling Helmet Pro,Sports,10,1098.6,0.05,10436.7
ITEM-002008,ORD-03704,PROD-0045,Foam Roller,Sports,15,3167.91,0.31,32787.87
ITEM-002009,ORD-03704,PROD-0074,Organic Honey,Food & Beverage,1,1181.07,0.1,1062.96
ITEM-002010,ORD-03704,PROD-0153,Analytics Tool Pro,Software,10,2914.31,0.25,21857.32
ITEM-002011,ORD-01934,PROD-0095,Bed Sheets Pro,Home & Garden,1,1260.77,0.08,1159.91
ITEM-002012,ORD-04060,PROD-0180,Sunglasses Pro,Apparel,5,683.34,0.22,2665.03
ITEM-002013,ORD-04060,PROD-0058,Nail Polish Set,Beauty,13,372.61,0.16,4068.9
