order_id,customer_id,order_date,order_status,sales_channel,shipping_cost_USD,discount_pct,region,country
ORD-00942,CUST-0189,2020-10-13,Completed,Phone,$5.24,0.24,Africa,Nigeria
ORD-00943,CUST-0327,18/07/2022,Pending,Mobile App,1.82,0.21,Middle East,Saudi Arabia
ORD-00944,CUST-0188,2021-05-06,Completed,Partner Portal,19.01,0.35,AFRICA,South Africa
ORD-00945,CUST-0125,2022-08-28,Pending,Partner Portal,$8.73,0.11,AFRICA,Ghana
ORD-00946,CUST-0138,2024-08-17,Completed,Phone,2.98,0.14,Middle East,UAE
ORD-00947,CUST-0022,12/09/2024,Completed,Phone,$34.14,0.05,North America,United States
ORD-00948,CUST-0278,2024-06-17,Completed,,9.17,0.24,North America,United States
ORD-00949,CUST-0018,15/06/2024,Completed,,$33.51,1.31,Africa,Ghana
ORD-00950,CUST-0398,2023-05-02,Pending,Marketplace,$43.33,0.28,Latin America,Brazil
ORD-00951,CUST-0166,"November 30, 2023",Refunded,Mobile App,$12.46,0.11,Latin America,Argentina
ORD-00952,CUST-0413,2024-01-31,Completed,Website,11.92,0.02,Europe,Germany
ORD-00953,CUST-0185,11/10/2021,Pending,Mobile App,41.82,0.02,Europe,Netherlands
ORD-00954,CUST-0059,3 November 2022,Completed,In-Store,28.4,0.29,NA Region,Mexico
ORD-00955,CUST-0174,2022-03-15,Completed,Partner Portal,37.98,0.05,Europe,Spain
ORD-00956,CUST-0216,2023-11-14,Cancelled,Mobile App,13.88,0.13,Africa,Kenya
ORD-00957,CUST-0125,2022-11-11,Completed,Mobile App,4.15,0.13,Africa,Ghana
ORD-00958,CUST-0288,2021-11-24,Completed,Mobile App,16.77,0.04,Africa,Kenya
ORD-00959,CUST-0076,2024-02-10,Completed,Partner Portal,36.53,0.3,Africa,Ghana
ORD-00960,CUST-0369,2024-01-17,Refunded,Phone,36.4,0.07,Middle East,Qatar
ORD-00961,CUST-0453,2021-02-04,Pending,Partner Portal,38.98,0.14,Latin America,Argentina
ORD-00962,CUST-0191,2020-05-04,Refunded,Phone,18.31,0.05,north america,Canada
ORD-00963,CUST-0085,2023-12-29,Refunded,Marketplace,9.76,0.11,Middle East,UAE
ORD-00964,CUST-0072,2020-02-13,Pending,In-Store,$41.16,0.09,Latin America,Colombia
ORD-00965,CUST-0462,2023-04-21,Completed,Partner Portal,5.67,0.27,Middle East,Saudi Arabia
ORD-00966,CUST-0206,"July 30, 2024",Pending,Partner Portal,27.64,0.06,Europe,Netherlands
ORD-00967,CUST-0066,2020-05-09,Cancelled,,10.93,0.05,Asia Pacific,South Korea
ORD-00968,CUST-0433,2021-05-15,Completed,Phone,2.39,0.23,Latin America,Argentina
ORD-00969,CUST-0171,2022-02-23,Completed,Mobile App,14.06,0.25,Europe,Netherlands
ORD-00970,CUST-0454,01/02/2021,Completed,Phone,40.52,0.33,Europe,Germany
ORD-00971,CUST-0004,2021-07-13,Cancelled,Mobile App,11.72,0.23,Latin America,Colombia
ORD-00972,CUST-0167,2021-08-09,Refunded,,11.38,0.34,North America,United States
ORD-00973,CUST-0195,2021-09-04,Pending,In-Store,30.4,0.31,Africa,Nigeria
ORD-00974,CUST-0116,2022-01-04,Completed,In-Store,$17.74,0.26,Latin America,Chile
ORD-00975,CUST-0071,2020-08-30,Refunded,Marketplace,1.37,0.24,LATAM,Argentina
ORD-00976,CUST-0215,2022-09-28,Completed,Marketplace,$43.89,0.2,Europe,United Kingdom
ORD-00977,CUST-0442,2023-09-23,Refunded,Website,11.16,0.26,North America,United States
ORD-00978,CUST-0403,2023-09-17,pending,Website,16.09,0.33,Africa,Kenya
ORD-00979,CUST-0180,2024-12-20,Completed,Mobile App,25.93,0.28,North America,Mexico
ORD-00980,CUST-0348,2020-08-23,COMPLETED,Mobile App,23.72,0.31,Middle East ,UAE
ORD-00981,CUST-0292,2020-09-18,Completed,Website,23.91,0.28,Europe,France
ORD-00982,CUST-0397,2024-09-08,Pending,Marketplace,43.48,0.01,Latin America,Argentina
ORD-00983,CUST-0395,2022-08-28,Cancelled,Mobile App,7.11,0.08,Middle East,Qatar
ORD-00984,CUST-0308,2022-09-07,Pending,Partner Portal,$24.50,0.35,Europe,Sweden
ORD-00985,CUST-0092,2020-03-08,Refunded,Website,4.7,0.18,Latin America,Brazil
ORD-00986,CUST-0400,2024-02-05,Refunded,Partner Portal,6.07,0.13,Asia Pacific,Australia
ORD-00987,CUST-0174,2020-12-30,Completed,Phone,26.56,0.12,Europe,Spain
ORD-00988,CUST-0018,2021-11-12,Completed,Phone,29.79,0.17,Africa,Ghana
ORD-00989,CUST-0275,2020-08-05,PENDING,Partner Portal,38.23,0.2,Africa,South Africa
ORD-00990,CUST-0022,2022-07-20,Refunded,Marketplace,36.92,0.02,North America,United States
ORD-00991,CUST-0395,2021-10-22,Completed,Marketplace,35.32,0.34,Middle East,Qatar
ORD-00992,CUST-0425,2024-02-20,Completed,In-Store,6.46,0.02,North America,Canada
ORD-00993,CUST-0366,2023-06-18,Pending,Mobile App,41.08,0.1,Europe,Spain
ORD-00994,CUST-0132,2020-11-15,Pending,Phone,21.99,0.25,Africa,South Africa
ORD-00995,CUST-0402,25/11/2022,Refunded,In-Store,40.56,0.07,Africa,Nigeria
ORD-00996,CUST-0428,2023-10-25,Refunded,Marketplace,14.2,0.08,Africa,Kenya
ORD-00997,CUST-0409,2024-12-31,Completed,Marketplace,9.9,0.07,North America,United States
ORD-00998,CUST-0466,2020-03-14,Completed,In-Store,7.27,0.21,Europe,Spain
ORD-00999,CUST-0087,2020-09-02,Completed,Phone,16.67,0.25,Asia Pacific,Australia
ORD-01000,CUST-0225,24/07/2021,Completed,Marketplace,19.04,0.04,North America,Canada
ORD-01001,CUST-0019,2022-01-15,Pending,Partner Portal,37.43,0.27,Asia Pacific,India
ORD-01002,CUST-0337,2023-01-06,Pending,Mobile App,0.19,0.3,Middle East,UAE
ORD-01003,CUST-0265,2020-12-31,Refunded,In-Store,9.47,0.34,north america,United States
ORD-01004,CUST-0148,12/12/2020,Cancelled,Website,9.03,0.19,Middle East,UAE
ORD-01005,CUST-0005,2021-10-01,Pending,Website,4.24,0.09,Africa,South Africa
ORD-01006,CUST-0221,2021-03-06,Completed,Partner Portal,0.82,0.34,Asia Pacific,Japan
ORD-01007,CUST-0176,2021-10-14,Cancelled,Marketplace,11.58,0.3,Europe,Spain
ORD-01008,CUST-0423,2021-02-10,Completed,In-Store,42.56,0.18,Latin America,Colombia
ORD-01009,CUST-0413,14 December 2020,Cancelled,Partner Portal,27.25,0.07,Europe,Germany
ORD-01010,CUST-0093,"July 27, 2022",Completed,Mobile App,30.5,0.12,North America,Canada
ORD-01011,CUST-0077,2021-11-01,Pending,Website,20.06,0.14,Asia Pacific,Australia
ORD-01012,CUST-0317,2020-12-01,Pending,Website,13.56,0.02,Middle East,Qatar
ORD-01013,CUST-0408,2020-05-20,Completed,In-Store,37,0.01,Latin America,Colombia
ORD-01014,CUST-0109,01/11/2021,Refunded,Mobile App,22.97,0.29,Latin America,Chile
ORD-01015,CUST-0325,2022-05-03,CANCELLED,Website,13.64,0.27,Latin America,Chile
ORD-01016,CUST-0092,2022-11-29,Completed,Mobile App,41.13,0.23,Latin America,Brazil
ORD-01017,CUST-0456,"September 20, 2020",Cancelled,Marketplace,5.93,0.01,Europe,Sweden
ORD-01018,CUST-0078,2020-09-07,Pending,Mobile App,31.29,0.18,Europe ,United Kingdom
ORD-01019,CUST-0129,2021-03-10,Cancelled,In-Store,15.54,0.18,North America,Mexico
ORD-01020,CUST-0235,2022-01-19,Completed,Mobile App,26.57,0.11,Middle East,UAE
ORD-01021,CUST-0144,2020-06-02,Cancelled,Phone,1.55,0.27,Asia Pacific,Japan
ORD-01022,CUST-0414,1 March 2020,Completed,In-Store,11.11,0,North America,Canada
ORD-01023,CUST-0443,2024-02-01,Refunded,Partner Portal,40.35,0.19,Asia Pacific,Australia
ORD-01024,CUST-0267,2024-03-09,Completed,Partner Portal,43.89,0.34,Eur,Netherlands
ORD-01025,CUST-0122,2022-02-17,Completed,Website,11.37,0.01,africa,Nigeria
ORD-01026,CUST-0345,2021-11-02,Completed,In-Store,12.65,0.17,LatAm,Chile
ORD-01027,CUST-0135,2023-12-18,Completed,Phone,9.27,0.33,North America,Mexico
ORD-01028,CUST-0319,08/09/2023,Cancelled,Partner Portal,41.8,0.22,Middle East,UAE
ORD-01029,CUST-0433,2022-10-14,Pending,Marketplace,35.67,0.28,Latin America,Argentina
ORD-01030,CUST-0433,2021-04-16,Refunded,In-Store,22.28,0.05,Latin America,Argentina
ORD-01031,CUST-0141,2020-03-30,Completed,Mobile App,2.89,0.27,North America,United States
ORD-01032,CUST-0428,2021-12-04,Completed,Marketplace,24.66,0.3,Africa,Kenya
ORD-01033,CUST-0473,2022-01-22,Cancelled,Mobile App,$9.69,0.15,Eur,France
ORD-01034,CUST-0401,2022-08-13,Completed,Phone,20.19,0.1,Middle East,Qatar
ORD-01035,CUST-0002,2020-06-08,Completed,Partner Portal,$8.49,0.02,Middle East,Qatar
ORD-01036,CUST-0146,12/04/2020,Completed,Mobile App,42.35,0.02,Africa,Kenya
ORD-01037,CUST-0125,2023-06-16,COMPLETED,Website,$22.76,0.17,Africa,Ghana
ORD-01038,CUST-0455,2022-11-28,Refunded,Website,7.98,0.21,Asia Pacific,Australia
ORD-01039,CUST-0249,2022-04-16,Pending,Marketplace,31.19,0.02,Africa,Kenya
ORD-01040,CUST-0376,2023-03-08,Refunded,Partner Portal,4.03,0.23,Latin America,Brazil
ORD-01041,CUST-0352,2023-09-28,Completed,Mobile App,36.39,0.21,Europe,France
ORD-01042,CUST-0309,2022-06-29,Completed,Mobile App,8.11,0.04,Africa,South Africa
ORD-01043,CUST-0026,2022-01-20,Completed,In-Store,16.99,0.33,Africa,South Africa
ORD-01044,CUST-0163,10/08/2022,Completed,Phone,37.87,0.28,Asia Pacific,Singapore
ORD-01045,CUST-0450,2022-02-25,Completed,,36.7,0.32,Europe,France
ORD-01046,CUST-0332,2021-04-18,Cancelled,Website,$40.77,0.01,Africa,Nigeria
ORD-01047,CUST-0155,2021-09-06,Completed,Partner Portal,22.82,1.24,North America,Mexico
ORD-01048,CUST-0407,12/10/2023,Completed,,21.72,0.09,Mid East,Qatar
ORD-01049,CUST-0478,2021-08-03,Completed,Website,4.43,0.05,North America,Mexico
ORD-01050,CUST-0438,2021-04-17,Completed,Phone,$29.98,0.15,Europe,Sweden
ORD-01051,CUST-0195,2022-12-07,Completed,Marketplace,9.08,0.34,Africa,Nigeria
ORD-01052,CUST-0197,2024-05-11,Refunded,Marketplace,41.8,0.09,Latin America,Colombia
ORD-01053,CUST-0092,2020-05-31,Pending,Website,6.16,0.34,latin america,Brazil
ORD-01054,CUST-0413,2024-07-25,Pending,Partner Portal,27.88,0.02,Europe ,Germany
ORD-01055,CUST-0227,2022-06-23,Completed,Marketplace,44.99,0.29,North America,Mexico
ORD-01056,CUST-0319,2021-08-21,Completed,Mobile App,$41.11,0.14,Middle East,UAE
ORD-01057,CUST-0384,2021-12-10,Pending,In-Store,18.39,0.11,Mid East,Qatar
ORD-01058,CUST-0286,2022-07-03,Completed,Marketplace,$38.15,0.32,africa,South Africa
ORD-01059,CUST-0363,2023-01-28,Completed,In-Store,$21.32,0.29,Africa,Kenya
ORD-01060,CUST-0361,2024-10-27,Cancelled,Website,43.79,0.34,Latin America,Brazil
ORD-01061,CUST-0244,2021-03-18,Cancelled,Mobile App,38.98,0.09,North America,Mexico
ORD-01062,CUST-0396,2024-11-19,Pending,Phone,$20.02,0.35,Asia Pacific,India
ORD-01063,CUST-0147,2021-06-20,completed,In-Store,17.87,0.18,Latin America,Brazil
ORD-01064,CUST-0185,2023-06-11,Completed,In-Store,6.78,0.12,Europe,Netherlands
ORD-01065,CUST-0296,2023-12-22,Refunded,Phone,0.18,0.06,Europe,Germany
ORD-01066,CUST-0308,2020-12-04,Refunded,In-Store,0.67,0.3,Europe,Sweden
ORD-01067,CUST-0476,2022-05-30,Refunded,Marketplace,17.01,0.31,Africa,Kenya
ORD-01068,CUST-0222,2022-10-27,Completed,Website,32.43,0.2,Asia Pacific,India
ORD-01069,CUST-0457,12/02/2021,Completed,Website,39.63,0.01,north america,Mexico
ORD-01070,CUST-0025,2020-07-21,Cancelled,Mobile App,0.99,0.1,Europe,Sweden
ORD-01071,CUST-0151,2024-04-10,Completed,Mobile App,31.81,0.32,Europe,Sweden
ORD-01072,CUST-0368,2024-06-24,Cancelled,Phone,22.23,0.34,Africa,Nigeria
ORD-01073,CUST-0240,2023-01-31,Completed,Mobile App,25.38,0.04,Europe,United Kingdom
ORD-01074,CUST-0420,2021-09-29,Pending,Mobile App,5.33,0.03,Europe,France
ORD-01075,CUST-0192,01/16/2022,completed,In-Store,43.76,0.2,Latin America,Argentina
ORD-01076,CUST-0429,2020-08-16,Completed,Marketplace,2.33,0.1,Asia Pacific,India
ORD-01077,CUST-0255,25 April 2023,Completed,Phone,1.96,0.28,Africa,Nigeria
ORD-01078,CUST-0362,"April 26, 2020",Completed,Website,24.98,0.32,Asia Pacific,India
ORD-01079,CUST-0217,2022-12-01,Completed,Phone,26.5,0.1,Middle East,UAE
ORD-01080,CUST-0054,2020-08-19,Pending,Partner Portal,11.14,0.18,Africa,Ghana
ORD-01081,CUST-0034,2020-07-09,Pending,Mobile App,13.46,0.32,Middle East,UAE
ORD-01082,CUST-0334,2023-10-19,Completed,In-Store,4.87,0.2,Asia Pacific,South Korea
ORD-01083,CUST-0063,2020-04-12,Completed,Phone,30.91,0.28,Middle East,Saudi Arabia
ORD-01084,CUST-0376,2023-11-26,Completed,Website,43.52,0.22,Latin America ,Brazil
ORD-01085,CUST-0316,2020-03-26,Completed,In-Store,$6.89,0.11,Africa,Kenya
ORD-01086,CUST-0085,2021-11-15,Cancelled,Marketplace,27.05,0.13,Middle East,UAE
ORD-01087,CUST-0465,2023-11-20,Completed,Website,26.38,0.06,Asia Pacific,India
ORD-01088,CUST-0394,2020-05-15,Completed,Mobile App,39.4,0.2,Latin America,Argentina
ORD-01089,CUST-0225,2020-10-07,Pending,,14.91,0.16,north america,Canada
ORD-01090,CUST-0119,2024-12-08,Refunded,Mobile App,6.92,0,North America,Canada
ORD-01091,CUST-0271,2024-06-27,Completed,Partner Portal,12.03,0.14,Latin America,Chile
ORD-01092,CUST-0306,01/24/2021,COMPLETED,In-Store,44.1,0.19,Europe,Spain
ORD-01093,CUST-0372,2024-03-27,Completed,Phone,14.82,0.3,Latin America,Chile
ORD-01094,CUST-0015,2023-05-26,Completed,Marketplace,44.07,0,Africa,Nigeria
ORD-01095,CUST-0309,2023-07-09,Completed,Website,7.55,0.35,Africa,South Africa
ORD-01096,CUST-0406,11/04/2020,Pending,In-Store,37.57,0.04,N. America,United States
ORD-01097,CUST-0472,2020-01-17,Completed,Mobile App,37.72,0.1,Eur,Netherlands
ORD-01098,CUST-0229,27/10/2021,Cancelled,Mobile App,29.3,0.04,Middle East,Qatar
ORD-01099,CUST-0275,14/09/2021,Cancelled,Partner Portal,40.4,0.19,Africa,South Africa
ORD-01100,CUST-0227,2020-10-22,Completed,Website,32.26,0.34,North America,Mexico
ORD-01101,CUST-0137,2020-05-21,Completed,Partner Portal,$10.62,0.19,Latin America,Colombia
ORD-01102,CUST-0147,2022-03-07,Completed,,$9.15,0.03,Latin America,Brazil
ORD-01103,CUST-0276,2021-08-28,Completed,Marketplace,6.08,0.28,Asia Pacific,India
ORD-01104,CUST-0071,2020-04-14,Pending,Phone,11.6,0.23,Latin America,Argentina
ORD-01105,CUST-0056,2024-01-01,Completed,,12.47,0.18,Asia Pacific,Singapore
ORD-01106,CUST-0461,2021-01-24,Cancelled,In-Store,28.58,0.12,Middle East,Qatar
ORD-01107,CUST-0462,2023-10-23,Refunded,Phone,$24.19,0.28,Middle East,Saudi Arabia
ORD-01108,CUST-0380,2020-03-05,Refunded,Partner Portal,0.39,0.06,Asia Pacific,Singapore
ORD-01109,CUST-0297,2022-12-17,Cancelled,In-Store,42.28,0.19,Mid East,Qatar
ORD-01110,CUST-0236,2024-09-22,Cancelled,,41.55,0.14,Middle East,Qatar
ORD-01111,CUST-0450,2023-11-14,Completed,Website,9.94,0.04,Europe,France
ORD-01112,CUST-0392,2022-09-24,completed,Website,29.18,0.19,Asia Pacific,Singapore
ORD-01113,CUST-0013,2022-01-07,Refunded,Website,32.14,0.12,LATAM,Brazil
ORD-01114,CUST-0447,2020-02-09,Completed,In-Store,6.11,0.28,Middle East,UAE
ORD-01115,CUST-0427,03/01/2023,Completed,Website,22.22,0.04,Europe,United Kingdom
ORD-01116,CUST-0106,2020-11-29,Completed,Phone,25.42,0.19,Latin America,Chile
ORD-01117,CUST-0237,02/15/2022,Refunded,Mobile App,$24.92,0.35,Latin America,Brazil
ORD-01118,CUST-0248,2024-11-27,Completed,In-Store,8.31,0.1,Europe,Netherlands
ORD-01119,CUST-0046,2021-08-15,Refunded,Marketplace,$36.10,0.03,Asia Pacific,Japan
ORD-01120,CUST-0337,2024-10-18,Completed,Phone,10.89,0.35,Middle East,UAE
ORD-01121,CUST-0065,2021-08-07,Completed,Partner Portal,44.17,0.31,Middle East ,UAE
ORD-01122,CUST-0211,"May 26, 2023",Completed,In-Store,5.02,0.01,Middle East,UAE
ORD-01123,CUST-0270,2021-11-27,Pending,Mobile App,33.9,0.25,Middle East,Qatar
ORD-01124,CUST-0096,2022-05-05,Refunded,In-Store,15.83,0.19,Middle East,UAE
ORD-01125,CUST-0373,2023-04-24,Refunded,In-Store,0.58,0.26,Europe,France
ORD-01126,CUST-0113,2022-12-27,Refunded,In-Store,23.19,0.14,North America,United States
ORD-01127,CUST-0475,2020-03-10,Cancelled,Marketplace,0.1,0,north america,Mexico
ORD-01128,CUST-0204,2021-11-24,Completed,,22.4,0.02,Africa,South Africa
ORD-01129,CUST-0100,2024-11-28,Pending,Marketplace,$26.00,0.13,Europe,United Kingdom
ORD-01130,CUST-0358,2023-08-29,Pending,Phone,28.67,0.31,Asia Pacific,India
ORD-01131,CUST-0407,2022-04-03,Pending,Website,6.85,0.07,Middle East,Qatar
ORD-01132,CUST-0355,2020-05-20,Completed,In-Store,14.98,0.11,Africa,Ghana
ORD-01133,CUST-0402,2020-02-14,REFUNDED,Phone,5.17,0.26,Africa,Nigeria
ORD-01134,CUST-0273,30/10/2022,Refunded,Phone,41.65,0.34,Latin America,Brazil
ORD-01135,CUST-0092,2020-10-07,Pending,Mobile App,2.8,0.26,Latin America,Brazil
ORD-01136,CUST-0263,"October 23, 2021",Completed,In-Store,39.43,0.03,Apac,Singapore
ORD-01137,CUST-0372,2023-09-24,PENDING,Marketplace,$39.63,0.15,Latin America,Chile
ORD-01138,CUST-0137,22/03/2021,Completed,In-Store,34.53,0.28,Latin America,Colombia
ORD-01139,CUST-0175,2020-01-07,Cancelled,In-Store,42.26,0.34,Africa ,Ghana
ORD-01140,CUST-0344,2021-04-21,Cancelled,In-Store,23.93,0.16,Africa,Nigeria
ORD-01141,CUST-0420,09/24/2022,Cancelled,Phone,17.74,0.07,Europe,France
ORD-01142,CUST-0037,2024-09-02,Completed,Marketplace,$7.28,0.16,North America,Mexico
ORD-01143,CUST-0233,2022-01-22,Completed,Marketplace,21.51,0.13,Europe,Germany
ORD-01144,CUST-0446,2024-06-05,Completed,Website,36.45,0.13,North America,Mexico
ORD-01145,CUST-0422,2021-04-30,Refunded,Marketplace,20.97,0.14,north america,Canada
ORD-01146,CUST-0221,"March 6, 2021",Completed,Website,40.43,0.09,Asia Pacific,Japan
ORD-01147,CUST-0225,02/04/2024,Cancelled,Partner Portal,$13.15,0.08,North America,Canada
ORD-01148,CUST-0348,2023-11-28,Completed,In-Store,11.04,0.07,Middle East,UAE
ORD-01149,CUST-0438,28 November 2023,Completed,Website,24.28,0.23,Europe,Sweden
ORD-01150,CUST-0467,2024-07-19,Refunded,Phone,28.29,0.01,ME,Qatar
ORD-01151,CUST-0393,2020-07-28,Completed,Partner Portal,29.77,0.28,Middle East,UAE
ORD-01152,CUST-0267,12/16/2024,Cancelled,Mobile App,34.46,0.31,Europe,Netherlands
ORD-01153,CUST-0144,2022-06-17,Pending,Marketplace,0.31,0.2,Asia Pacific,Japan
ORD-01154,CUST-0432,2023-03-16,Completed,In-Store,$31.97,0.12,North America,United States
ORD-01155,CUST-0054,2024-09-11,Pending,Marketplace,8.87,1.41,Africa,Ghana
ORD-01156,CUST-0202,"September 7, 2021",Completed,Partner Portal,25.46,0.15,Middle East,UAE
ORD-01157,CUST-0239,2023-11-24,Completed,Marketplace,23.62,0.08,Africa,Kenya
ORD-01158,CUST-0413,2020-01-08,Refunded,Partner Portal,29.54,0,Europe,Germany
ORD-01159,CUST-0150,2020-06-18,Pending,Website,$22.19,0.29,North America,Mexico
ORD-01160,CUST-0425,2021-09-24,Completed,Phone,34.04,0.16,North America,Canada
ORD-01161,CUST-0037,"December 18, 2024",Refunded,Website,29.7,0.26,North America,Mexico
ORD-01162,CUST-0422,2023-10-28,Refunded,Marketplace,29.12,0.28,north america,Canada
ORD-01163,CUST-0310,26/06/2020,Completed,Partner Portal,$4.97,0.14,Latin America,Chile
ORD-01164,CUST-0036,"January 10, 2021",Completed,Website,15.77,0.19,Latin America,Colombia
ORD-01165,CUST-0090,2023-12-23,Completed,Marketplace,7.56,0.34,Asia Pacific,India
ORD-01166,CUST-0302,2022-12-06,Completed,Marketplace,37.64,0.25,Asia Pacific,Australia
ORD-01167,CUST-0170,03/15/2020,Completed,Partner Portal,20.88,0.19,North America,Mexico
ORD-01168,CUST-0453,2023-10-14,Completed,Partner Portal,3.44,0.29,Latin America,Argentina
ORD-01169,CUST-0193,16 September 2023,Completed,Marketplace,44.02,0.24,N. America,Canada
ORD-01170,CUST-0263,2020-08-02,Cancelled,Phone,17.82,0.07,Asia Pacific,Singapore
ORD-01171,CUST-0325,2021-07-23,COMPLETED,Website,40.69,0.24,Latin America,Chile
ORD-01172,CUST-0230,11/15/2023,Completed,Website,4.4,0.25,Latin America,Colombia
ORD-01173,CUST-0459,2023-10-20,Refunded,Mobile App,$9.57,0.33,Europe,Spain
ORD-01174,CUST-0102,2023-09-12,Pending,Website,42.32,0.3,LATAM,Chile
ORD-01175,CUST-0470,2022-09-24,Refunded,,$41.35,0.1,Asia Pacific,Japan
ORD-01176,CUST-0093,2020-01-30,Refunded,Marketplace,24.74,0.09,North America,Canada
ORD-01177,CUST-0001,"January 25, 2023",Cancelled,Phone,25.75,0.31,Latin America,Argentina
ORD-01178,CUST-0465,2024-11-13,Cancelled,Partner Portal,28.94,0.04,Asia Pacific,India
ORD-01179,CUST-0473,2021-12-09,Completed,In-Store,28.63,0.08,EUROPE,France
ORD-01180,CUST-0306,2021-06-27,Pending,Partner Portal,2.65,0.21,Europe ,Spain
ORD-01181,CUST-0395,2020-01-10,Refunded,,9.51,0.22,middle east,Qatar
ORD-01182,CUST-0254,20 November 2023,completed,In-Store,42.52,1.33,Asia Pacific,Singapore
ORD-01183,CUST-0044,21 May 2024,PENDING,Mobile App,$13.44,0.14,African Region,South Africa
ORD-01184,CUST-0022,2020-02-18,Completed,Partner Portal,21.26,0.14,North America,United States
ORD-01185,CUST-0303,2024-06-29,Cancelled,In-Store,5.6,0.28,Middle East,Qatar
ORD-01186,CUST-0350,2024-03-11,Completed,,$15.74,0.17,Africa,Ghana
ORD-01187,CUST-0462,2022-09-01,Completed,In-Store,$42.31,0.06,Middle East,Saudi Arabia
ORD-01188,CUST-0473,2021-02-16,Pending,Phone,29.94,0.23,European Region,France
ORD-01189,CUST-0472,2022-01-30,Pending,Phone,32.05,0.18,Europe,Netherlands
ORD-01190,CUST-0426,"March 12, 2021",Pending,Website,20.04,0.03,Africa,Ghana
ORD-01191,CUST-0315,01/15/2020,Completed,Marketplace,$24.85,0.25,Africa,Nigeria
ORD-01192,CUST-0292,9 February 2022,Cancelled,,29.28,0.2,Europe,France
ORD-01193,CUST-0269,21 August 2024,Completed,Mobile App,27.54,0.16,Africa,Ghana
ORD-01194,CUST-0470,2020-03-03,Pending,Mobile App,18.94,0.31,Asia Pacific,Japan
ORD-01195,CUST-0053,2021-12-12,Completed,Phone,$35.18,0.04,Latin America,Argentina
ORD-01196,CUST-0375,26/03/2022,Cancelled,Partner Portal,6.91,0.07,North America,United States
ORD-01197,CUST-0175,2023-06-23,Cancelled,Marketplace,29.19,0.05,Africa,Ghana
ORD-01198,CUST-0154,2023-04-15,Pending,,32.33,0.13,Africa,Nigeria
ORD-01199,CUST-0244,2023-04-20,Completed,Marketplace,40.46,0.15,North America,Mexico
ORD-01200,CUST-0386,2024-11-12,Completed,Partner Portal,19.53,0.02,Latin America,Chile
ORD-01201,CUST-0384,26 January 2020,Cancelled,Marketplace,33.05,0.15,Mid East,Qatar
ORD-01202,CUST-0065,14 December 2022,Pending,In-Store,41.67,0.03,Middle East,UAE
ORD-01203,CUST-0231,2024-07-04,Completed,Mobile App,$22.01,0.3,Asia Pacific,India
ORD-01204,CUST-0342,2021-11-14,Completed,Mobile App,40.26,0.03,Africa,South Africa
ORD-01205,CUST-0315,28 October 2022,Cancelled,Mobile App,44.13,0.07,Africa,Nigeria
ORD-01206,CUST-0135,2020-06-01,Pending,Mobile App,4.81,0.14,North America,Mexico
ORD-01207,CUST-0461,2023-10-04,Completed,Website,6.73,0.24,Middle East,Qatar
ORD-01208,CUST-0304,2 February 2022,Cancelled,Phone,26.4,0.06,North America,Mexico
ORD-01209,CUST-0462,2024-02-17,Refunded,Website,3.98,0.08,Middle East,Saudi Arabia
ORD-01210,CUST-0108,2023-11-20,Refunded,Phone,15.67,0.12,NA Region,United States
ORD-01211,CUST-0281,2022-07-12,Pending,Phone,33.31,0.18,Latin America,Colombia
ORD-01212,CUST-0099,2022-11-16,Pending,Mobile App,25.71,0.01,Latin America,Chile
ORD-01213,CUST-0263,2022-12-01,Completed,In-Store,33.92,0,Asia Pacific,Singapore
ORD-01214,CUST-0308,07/08/2024,Completed,Marketplace,5.32,0.32,Europe,Sweden
ORD-01215,CUST-0189,2024-12-11,Completed,Mobile App,35.09,0.14,Africa,Nigeria
ORD-01216,CUST-0045,2020-09-07,Refunded,,9.28,0.25,LATAM,Colombia
ORD-01217,CUST-0416,2020-09-12,Completed,,$20.94,0.02,Middle East,Saudi Arabia
ORD-01218,CUST-0359,2023-03-26,Cancelled,Partner Portal,31.66,0.32,Europe,Netherlands
ORD-01219,CUST-0457,2023-12-06,Completed,In-Store,18.15,1.41,North America,Mexico
ORD-01220,CUST-0047,"November 30, 2024",Cancelled,,10.38,0.27,Asia Pacific,India
ORD-01221,CUST-0051,2021-06-04,Completed,Mobile App,21.29,0.26,Middle East,Qatar
ORD-01222,CUST-0224,2023-12-05,Cancelled,In-Store,23.6,0.24,europe,Germany
ORD-01223,CUST-0177,09/27/2023,Refunded,Website,31.91,0.21,Asia Pacific,India
ORD-01224,CUST-0150,2024-10-09,Completed,Phone,7.88,0.24,North America,Mexico
ORD-01225,CUST-0445,2022-03-04,Completed,Mobile App,26.38,0.13,Asia Pacific,India
ORD-01226,CUST-0429,2021-10-02,Completed,Phone,23.99,0.22,Asia Pacific,India
ORD-01227,CUST-0087,18/10/2021,completed,Phone,22.18,0.15,Asia Pacific,Australia
ORD-01228,CUST-0353,2021-06-25,Cancelled,Mobile App,$27.81,0.06,Europe,France
ORD-01229,CUST-0190,2020-08-26,completed,Marketplace,$18.19,0,Africa,South Africa
ORD-01230,CUST-0025,2023-06-26,Completed,In-Store,21.22,0.23,Europe,Sweden
ORD-01231,CUST-0286,2020-02-17,Completed,Phone,1.24,0.11,Africa,South Africa
ORD-01232,CUST-0113,2021-12-22,Pending,Website,29.25,0.12,North America,United States
