item_id,order_id,product_id,product_name,category,quantity,quantity_flag,unit_price_USD,discount_pct,discount_pct_flag,line_total_USD
ITEM-001219,ORD-04149,PROD-0052,Vitamin C Serum,Beauty,7,Valid entry,726.02,5,Acceptable,4828.03
ITEM-001220,ORD-04926,PROD-0033,Robot Vacuum,Home and Garden,20,Valid entry,1014.56,27,Acceptable,14812.58
ITEM-001221,ORD-04926,PROD-0164,Jump Rope Pro,Sports,11,Valid entry,131.56,30,Acceptable,1013.01
ITEM-001222,ORD-04829,PROD-0095,Bed Sheets Pro,Home and Garden,19,Valid entry,1260.77,28,Acceptable,17247.33
ITEM-001223,ORD-03664,PROD-0042,Resistance Bands,Sports,4,Valid entry,1478.09,35,Acceptable,3843.03
ITEM-001224,ORD-03664,PROD-0175,Moisturiser SPF50 Pro,Beauty,18,Valid entry,1344.19,22,Acceptable,18872.43
ITEM-001225,ORD-03664,PROD-0019,Security Suite,Software,11,Valid entry,1657.49,33,Acceptable,12215.70
ITEM-001226,ORD-01090,PROD-0089,Design Software Pro,Software,18,Valid entry,820.64,19,Acceptable,11964.93
ITEM-001227,ORD-01090,PROD-0188,CRM Platform Pro,Software,8,Valid entry,504.65,12,Acceptable,3552.74
ITEM-001228,ORD-00241,PROD-0116,Email Marketing Tool Pro,Software,19,Valid entry,938.94,7,Acceptable,16591.07
ITEM-001229,ORD-00082,PROD-0031,Coffee Maker,Home and Garden,19,Valid entry,1966.81,21,Acceptable,NULL
ITEM-001230,ORD-01640,PROD-0043,Protein Powder,Sports,14,Valid entry,345.71,29,Acceptable,3436.36
ITEM-001231,ORD-01640,PROD-0137,Air Purifier Pro,Home and Garden,17,Valid entry,2331.88,13,Acceptable,34488.51
ITEM-001232,ORD-01640,PROD-0137,Air Purifier Pro,Home and Garden,7,Valid entry,2331.88,6,Acceptable,15343.77
ITEM-001233,ORD-01075,PROD-0157,Analytics Tool Pro,Software,5,Valid entry,1897.69,35,Acceptable,6167.49
ITEM-001234,ORD-01075,PROD-0181,Cloud Storage Pro,SOFTWARE,18,Valid entry,1691.68,17,Acceptable,25273.70
ITEM-001235,ORD-01075,PROD-0116,Email Marketing Tool Pro,Software,19,Valid entry,938.94,3,Acceptable,17304.66
ITEM-001236,ORD-01075,PROD-0090,Winter Coat Pro,Apparrel,14,Valid entry,1531.24,32,Acceptable,NULL
ITEM-001237,ORD-01677,PROD-0189,Coffee Maker Pro,Home and Garden,16,Valid entry,2619.56,26,Acceptable,31015.59
ITEM-001238,ORD-01677,PROD-0144,Protein Bars 12pk v2,Food and Beverage,5,Valid entry,1597.60,24,Acceptable,6070.88
ITEM-001239,ORD-01677,PROD-0077,Nuts & Seeds Mix,Food and Beverage,1,Valid entry,1002.34,10,Acceptable,902.11
ITEM-001240,ORD-01677,PROD-0101,Yoga Mat Pro,Sports,12,Valid entry,1956.47,9,Acceptable,21364.65
ITEM-001241,ORD-00803,PROD-0081,Webcam HD Pro,Electronics,17,Valid entry,846.49,35,Acceptable,9353.71
ITEM-001242,ORD-00803,PROD-0009,Laptop Stand,Electronics,14,Valid entry,43.95,38,Acceptable,381.49
ITEM-001243,ORD-03692,PROD-0164,Jump Rope Pro,Sports,2,Valid entry,131.56,35,Acceptable,171.03
ITEM-001244,ORD-03692,PROD-0067,Design Thinking,Books,12,Valid entry,866.02,34,Acceptable,NULL
ITEM-001245,ORD-03692,PROD-0142,Cycling Helmet Pro,Sports,7,Valid entry,NULL,35,Acceptable,4854.17
ITEM-001246,ORD-03692,PROD-0007,Gaming Mouse,Electronics,8,Valid entry,1421.71,4,Acceptable,10918.73
ITEM-001247,ORD-03864,PROD-0089,Design Software Pro,software,15,Valid entry,820.64,35,Acceptable,8001.24
ITEM-001248,ORD-03864,PROD-0040,Storage Ottoman,Home and Garden,20,Valid entry,2043.74,35,Acceptable,26568.62
ITEM-001249,ORD-03864,PROD-0047,Gym Bag,Sports,6,Valid entry,247.22,3,Acceptable,1438.82
ITEM-001250,ORD-03864,PROD-0157,Analytics Tool Pro,Software,12,Valid entry,1897.69,15,Acceptable,19356.44
ITEM-001251,ORD-00505,PROD-0130,Storage Ottoman Pro,Home and Garden,17,Valid entry,1867.26,17,Acceptable,26347.04
ITEM-001252,ORD-00505,PROD-0047,Gym Bag,Sports,2,Valid entry,247.22,22,Acceptable,385.66
ITEM-001253,ORD-00505,PROD-0070,AI Fundamentals,Books,17,Valid entry,198.30,24,Acceptable,2562.04
ITEM-001254,ORD-01398,PROD-0007,Gaming Mouse,Electronics,13,Valid entry,1421.71,28,Acceptable,13307.21
ITEM-001255,ORD-03970,PROD-0129,Baseball Cap Pro,Apparrel,9,Valid entry,1239.92,12,Acceptable,9820.17
ITEM-001256,ORD-03457,PROD-0155,CRM Platform Pro,Software,13,Valid entry,509.71,19,Acceptable,5367.25
ITEM-001257,ORD-03457,PROD-0062,Python for Beginners,Books,5,Valid entry,997.77,21,Acceptable,3941.19
ITEM-001258,ORD-03121,PROD-0010,Portable Charger,Electronics,12,Valid entry,334.02,22,Acceptable,3126.43
ITEM-001259,ORD-03121,PROD-0196,Jump Rope Pro,Sports,11,Valid entry,148.45,29,Acceptable,1159.39
ITEM-001260,ORD-03121,PROD-0170,Vitamin C Serum Pro,Beauty,11,Valid entry,862.09,1,Acceptable,9388.16
ITEM-001261,ORD-04447,PROD-0113,Protein Powder v2,Sports,14,Valid entry,447.28,24,Acceptable,4759.06
ITEM-001262,ORD-04447,PROD-0129,Baseball Cap Pro,Apparel,9,Valid entry,1239.92,20,Acceptable,8927.42
ITEM-001263,ORD-00669,PROD-0094,Growth Hacking Pro,Books,8,Valid entry,1026.12,28,Acceptable,5910.45
ITEM-001264,ORD-00669,PROD-0050,Cycling Helmet,Sports,7,Valid entry,1184.49,8,Acceptable,7628.12
ITEM-001265,ORD-03359,PROD-0032,Air Purifier,Home and Garden,8,Valid entry,2282.93,7,Acceptable,16985.00
ITEM-001266,ORD-03359,PROD-0053,Hair Dryer,Beauty,15,Valid entry,1169.24,6,Acceptable,16486.28
ITEM-001267,ORD-03359,PROD-0082,Dark Chocolate Box Pro,Food and Beverage,2,Valid entry,472.75,134,Review Recommended,586.21
ITEM-001268,ORD-03148,PROD-0046,Water Bottle,Sports,16,Valid entry,1267.26,17,Acceptable,16829.21
ITEM-001269,ORD-03148,PROD-0057,Face Mask Kit,Beauty,14,Valid entry,NULL,14,Acceptable,14851.58
ITEM-001270,ORD-03148,PROD-0170,Vitamin C Serum Pro,Beauty,10,Valid entry,862.09,6,Acceptable,8103.65
ITEM-001271,ORD-03148,PROD-0036,Cookware Set,Home and Garden,11,Valid entry,265.41,11,Acceptable,2598.36
ITEM-001272,ORD-00294,PROD-0128,Leadership Principles Pro,Books,16,Valid entry,934.40,31,Acceptable,10315.78
ITEM-001273,ORD-00294,PROD-0013,Analytics Tool,Software,8,Valid entry,2148.49,12,Acceptable,15125.37
ITEM-001274,ORD-00294,PROD-0090,Winter Coat Pro,Apparel,16,Valid entry,1531.24,30,Acceptable,17149.89
ITEM-001275,ORD-03486,PROD-0200,Data Analytics Guide Pro,Books,13,Valid entry,672.78,9,Acceptable,NULL
ITEM-001276,ORD-03486,PROD-0199,Makeup Brush Set Pro,Beauty,2,Valid entry,3414.28,40,Acceptable,4097.14
ITEM-001277,ORD-03486,PROD-0132,Business Jacket Pro,Apparel,6,Valid entry,1511.13,13,Acceptable,7888.10
ITEM-001278,ORD-03411,PROD-0048,Fitness Tracker,Sports,3,Valid entry,1613.68,21,Acceptable,NULL
ITEM-001279,ORD-03411,PROD-0014,Accounting Software,Software,14,Valid entry,435.63,40,Acceptable,3659.29
ITEM-001280,ORD-01583,PROD-0117,Running Shoes Pro,Apparel,3,Valid entry,493.75,25,Acceptable,1110.94
ITEM-001281,ORD-01583,PROD-0184,Smart Watch Pro,Electronics,10,Valid entry,984.86,13,Acceptable,8568.28
ITEM-001282,ORD-01583,PROD-0030,Sunglasses,Apparrel,17,Valid entry,685.18,27,Acceptable,8503.08
ITEM-001283,ORD-01071,PROD-0080,Herbal Tea Set,Food and Beverage,19,Valid entry,1313.91,29,Acceptable,17724.65
ITEM-001284,ORD-00238,PROD-0181,Cloud Storage Pro,Software,12,Valid entry,1691.68,7,Acceptable,18879.15
ITEM-001285,ORD-00238,PROD-0069,Growth Hacking,Books,1,Valid entry,910.45,21,Acceptable,719.26
ITEM-001286,ORD-00238,PROD-0086,Running Shoes Pro,Apparel,16,Valid entry,392.61,35,Acceptable,4083.14
ITEM-001287,ORD-00238,PROD-0056,Lip Balm Set,Beauty,4,Valid entry,238.66,2,Acceptable,935.55
ITEM-001288,ORD-00370,PROD-0191,Garden Hose Pro,Home and Garden,8,Valid entry,338.86,10,Acceptable,2439.79
ITEM-001289,ORD-00370,PROD-0119,Baseball Cap Pro,Apparel,9,Valid entry,1471.39,22,Acceptable,10329.16
ITEM-001290,ORD-00370,PROD-0143,Smoothie Mix Pro,Food and Beverage,16,Valid entry,841.22,7,Acceptable,12517.35
ITEM-001291,ORD-00370,PROD-0162,Mechanical Keyboard Pro,Electronics,11,Valid entry,1226.74,5,Acceptable,12819.43
ITEM-001292,ORD-02289,PROD-0059,Shampoo & Conditioner,Beauty,12,Valid entry,1389.29,32,Acceptable,11336.61
ITEM-001293,ORD-02289,PROD-0162,Mechanical Keyboard Pro,Electronics,6,Valid entry,1226.74,38,Acceptable,4563.47
ITEM-001294,ORD-02289,PROD-0068,Product Management,Books,14,Valid entry,406.78,34,Acceptable,3758.65
ITEM-001295,ORD-03797,PROD-0156,Protein Powder v2,Sports,9,Valid entry,335.04,30,Acceptable,2110.75
ITEM-001296,ORD-03797,PROD-0146,Design Software Pro,Software,4,Valid entry,723.98,37,Acceptable,1824.43
ITEM-001297,ORD-03797,PROD-0196,Jump Rope Pro,Sports,16,Valid entry,148.45,28,Acceptable,1710.14
ITEM-001298,ORD-02154,PROD-0042,Resistance Bands,Sports,19,Valid entry,1478.09,22,Acceptable,21905.29
ITEM-001299,ORD-00997,PROD-0013,Analytics Tool,Software,20,Valid entry,NULL,1,Acceptable,42540.10
ITEM-001300,ORD-04166,PROD-0033,Robot Vacuum,Home and Garden,2,Valid entry,1014.56,19,Acceptable,1643.59
ITEM-001301,ORD-04166,PROD-0018,Cloud Storage,Software,3,Valid entry,1471.32,30,Acceptable,NULL
ITEM-001302,ORD-00572,PROD-0007,Gaming Mouse,Electronics,17,Valid entry,1421.71,32,Acceptable,16434.97
ITEM-001303,ORD-00572,PROD-0029,Baseball Cap,Apparrel,4,Valid entry,1309.55,9,Acceptable,4766.76
ITEM-001304,ORD-00572,PROD-0117,Running Shoes Pro,Apparel,16,Valid entry,493.75,16,Acceptable,NULL
ITEM-001305,ORD-00572,PROD-0182,Coffee Maker Pro,Home and Garden,6,Valid entry,1789.99,27,Acceptable,7840.16
ITEM-001306,ORD-02988,PROD-0025,Sports Leggings,Apparel,18,Valid entry,1270.62,24,Acceptable,17382.08
ITEM-001307,ORD-02988,PROD-0122,Video Conferencing Pro,Software,15,Valid entry,2447.65,10,Acceptable,NULL
ITEM-001308,ORD-02988,PROD-0083,Lip Balm Set Pro,Beauty,15,Valid entry,310.69,13,Acceptable,4054.50
ITEM-001309,ORD-02120,PROD-0066,SQL Deep Dive,Books,18,Valid entry,2840.66,35,Acceptable,33235.72
ITEM-001310,ORD-02120,PROD-0082,Dark Chocolate Box Pro,Food and Beverage,3,Valid entry,472.75,8,Acceptable,NULL
ITEM-001311,ORD-02120,PROD-0173,Wireless Headphones Pro,Electronics,5,Valid entry,581.83,7,Acceptable,2705.51
ITEM-001312,ORD-02120,PROD-0046,Water Bottle,Sports,11,Valid entry,NULL,35,Acceptable,9060.91
ITEM-001313,ORD-01730,PROD-0089,Design Software Pro,Software,13,Valid entry,820.64,20,Acceptable,8534.66
ITEM-001314,ORD-01730,PROD-0113,Protein Powder v2,Sports,17,Valid entry,447.28,5,Acceptable,7223.57
ITEM-001315,ORD-01730,PROD-0133,Financial Freedom Pro,Books,3,Valid entry,1802.74,32,Acceptable,3677.59
ITEM-001316,ORD-00709,PROD-0083,Lip Balm Set Pro,Beauty,13,Valid entry,310.69,22,Acceptable,3150.40
ITEM-001317,ORD-00709,PROD-0023,Business Jacket,Apparel,13,Valid entry,1140.19,25,Acceptable,11116.85
ITEM-001318,ORD-04343,PROD-0059,Shampoo & Conditioner,Beauty,9,Valid entry,1389.29,11,Acceptable,11128.21
ITEM-001319,ORD-04343,PROD-0176,Video Conferencing Pro,Software,10,Valid entry,2262.72,32,Acceptable,15386.50
ITEM-001320,ORD-04343,PROD-0194,Robot Vacuum Pro,Home and Garden,18,Valid entry,1067.17,11,Acceptable,17096.06
ITEM-001321,ORD-04343,PROD-0090,Winter Coat Pro,Apparel,16,Valid entry,1531.24,37,Acceptable,15434.90
ITEM-001322,ORD-02010,PROD-0093,Financial Freedom Pro,Books,7,Valid entry,1358.05,13,Acceptable,8270.52
ITEM-001323,ORD-02010,PROD-0177,Jump Rope Pro,Sports,16,Valid entry,135.15,29,Acceptable,1535.30
ITEM-001324,ORD-02010,PROD-0191,Garden Hose Pro,Home and Garden,6,Valid entry,338.86,9,Acceptable,1850.18
ITEM-001325,ORD-02010,PROD-0046,Water Bottle,Sports,1,Valid entry,1267.26,20,Acceptable,1013.81
ITEM-001326,ORD-03901,PROD-0169,Portable Charger Pro,Electronics,3,Valid entry,410.99,17,Acceptable,1023.37
ITEM-001327,ORD-03901,PROD-0132,Business Jacket Pro,Apparel,15,Valid entry,1511.13,4,Acceptable,NULL
ITEM-001328,ORD-03901,PROD-0088,Leadership Principles Pro,Books,1,Valid entry,805.36,38,Acceptable,499.32
ITEM-001329,ORD-01756,PROD-0020,Video Conferencing,Software,19,Valid entry,1857.53,35,Acceptable,22940.50
ITEM-001330,ORD-01756,PROD-0153,Analytics Tool Pro,Software,18,Valid entry,2914.31,122,Review Recommended,38294.03
ITEM-001331,ORD-01756,PROD-0076,Smoothie Mix,Food and Beverage,-3,Entry Error - Review,643.37,25,Acceptable,1447.58
ITEM-001332,ORD-01756,PROD-0064,Leadership Principles,Books,12,Valid entry,806.00,22,Acceptable,7544.16
ITEM-001333,ORD-02243,PROD-0075,Hot Sauce Bundle,Food and Beverage,18,Valid entry,1052.52,25,Acceptable,14209.02
ITEM-001334,ORD-02243,PROD-0136,Cycling Helmet Pro,Sports,3,Valid entry,1098.60,35,Acceptable,2142.27
ITEM-001335,ORD-02243,PROD-0093,Financial Freedom Pro,Books,9,Valid entry,1358.05,3,Acceptable,11855.78
ITEM-001336,ORD-02243,PROD-0114,Moisturiser SPF50 Pro,Beauty,9,Valid entry,1899.07,11,Acceptable,15211.55
ITEM-001337,ORD-00937,PROD-0004,USB-C Hub,Electronics,15,Valid entry,2263.48,6,Acceptable,31915.07
ITEM-001338,ORD-00937,PROD-0064,Leadership Principles,Books,18,Valid entry,806.00,35,Acceptable,9430.20
ITEM-001339,ORD-00937,PROD-0185,Green Tea Collection Pro,Food and Beverage,-10,Entry Error - Review,653.88,17,Acceptable,9768.97
ITEM-001340,ORD-00937,PROD-0200,Data Analytics Guide Pro,Books,7,Valid entry,672.78,40,Acceptable,2825.68
ITEM-001341,ORD-02044,PROD-0043,Protein Powder,Sport,18,Valid entry,345.71,20,Acceptable,4978.22
ITEM-001342,ORD-02044,PROD-0018,Cloud Storage,Software,1,Valid entry,1471.32,27,Acceptable,1074.06
ITEM-001343,ORD-02044,PROD-0167,Makeup Brush Set Pro,Beauty,3,Valid entry,2625.63,29,Acceptable,5592.59
ITEM-001344,ORD-01088,PROD-0047,Gym Bag,Sports,4,Valid entry,247.22,33,Acceptable,662.55
ITEM-001345,ORD-01088,PROD-0008,Monitor 27in,Electronics,1,Valid entry,142.16,24,Acceptable,108.04
ITEM-001346,ORD-01769,PROD-0127,Desk Lamp Pro,Home and Garden,12,Valid entry,50.58,11,Acceptable,540.19
ITEM-001347,ORD-01769,PROD-0030,Sunglasses,Apparel,20,Valid entry,685.18,2,Acceptable,13429.53
ITEM-001348,ORD-01769,PROD-0101,Yoga Mat Pro,Sports,9,Valid entry,1956.47,34,Acceptable,11621.43
ITEM-001349,ORD-01769,PROD-0174,Gym Bag Pro,Sport,2,Valid entry,335.66,14,Acceptable,577.34
ITEM-001350,ORD-00868,PROD-0118,Foam Roller Pro,Sport,15,Valid entry,4306.63,30,Acceptable,45219.61
ITEM-001351,ORD-00868,PROD-0170,Vitamin C Serum Pro,Beauty,17,Valid entry,862.09,27,Acceptable,10698.54
ITEM-001352,ORD-00868,PROD-0153,Analytics Tool Pro,Software,14,Valid entry,2914.31,5,Acceptable,38760.32
ITEM-001353,ORD-00868,PROD-0156,Protein Powder v2,Sports,4,Valid entry,335.04,2,Acceptable,1313.36
ITEM-001354,ORD-04643,PROD-0070,AI Fundamentals,Books,4,Valid entry,198.30,32,Acceptable,539.38
ITEM-001355,ORD-04643,PROD-0043,Protein Powder,Sports,18,Valid entry,345.71,39,Acceptable,NULL
ITEM-001356,ORD-04643,PROD-0128,Leadership Principles Pro,Books,4,Valid entry,934.40,35,Acceptable,2429.44
ITEM-001357,ORD-02796,PROD-0127,Desk Lamp Pro,Home and Garden,4,Valid entry,50.58,9,Acceptable,184.11
ITEM-001358,ORD-02796,PROD-0103,Analytics Tool Pro,Software,10,Valid entry,2266.75,29,Acceptable,NULL
ITEM-001359,ORD-02796,PROD-0088,Leadership Principles Pro,Books,8,Valid entry,805.36,32,Acceptable,4381.16
ITEM-001360,ORD-02796,PROD-0164,Jump Rope Pro,Sports,2,Valid entry,131.56,6,Acceptable,247.33
ITEM-001361,ORD-00617,PROD-0119,Baseball Cap Pro,Apparel,5,Valid entry,1471.39,23,Acceptable,5664.85
ITEM-001362,ORD-00617,PROD-0176,Video Conferencing Pro,Software,17,Valid entry,2262.72,35,Acceptable,25003.06
ITEM-001363,ORD-04155,PROD-0185,Green Tea Collection Pro,Food and Beverage,11,Valid entry,653.88,31,Acceptable,4962.95
ITEM-001364,ORD-02172,PROD-0042,Resistance Bands,Sports,13,Valid entry,1478.09,8,Acceptable,17677.96
ITEM-001365,ORD-02172,PROD-0040,Storage Ottoman,Home and Garden,10,Valid entry,2043.74,8,Acceptable,NULL
ITEM-001366,ORD-02172,PROD-0126,Wireless Headphones Pro,Electronics,10,Valid entry,425.58,27,Acceptable,3106.73
ITEM-001367,ORD-00629,PROD-0014,Accounting Software,Software,10,Valid entry,435.63,6,Acceptable,4094.92
ITEM-001368,ORD-00629,PROD-0041,Yoga Mat,Sports,8,Valid entry,1505.03,33,Acceptable,NULL
ITEM-001369,ORD-02852,PROD-0024,Winter Coat,Apparrel,11,Valid entry,1531.64,3,Acceptable,16342.60
ITEM-001370,ORD-01224,PROD-0055,Perfume 50ml,Beauty,15,Valid entry,1469.34,14,Acceptable,18954.49
ITEM-001371,ORD-01224,PROD-0161,Hot Sauce Bundle Pro,Food and Beverage,12,Valid entry,1006.11,35,Acceptable,7847.66
ITEM-001372,ORD-01224,PROD-0032,Air Purifier,Home and Garden,6,Valid entry,NULL,32,Acceptable,9314.35
ITEM-001373,ORD-03947,PROD-0030,Sunglasses,Apparel,10,Valid entry,685.18,29,Acceptable,4864.78
ITEM-001374,ORD-03947,PROD-0127,Desk Lamp Pro,Home and Garden,20,Valid entry,50.58,13,Acceptable,880.09
ITEM-001375,ORD-00834,PROD-0054,Electric Toothbrush,Beauty,3,Valid entry,1315.46,10,Acceptable,NULL
ITEM-001376,ORD-00834,PROD-0175,Moisturiser SPF50 Pro,Beauty,18,Valid entry,1344.19,19,Acceptable,19598.29
ITEM-001377,ORD-00834,PROD-0167,Makeup Brush Set Pro,Beauty,7,Valid entry,2625.63,12,Acceptable,NULL
ITEM-001378,ORD-00834,PROD-0191,Garden Hose Pro,Home and Garden,8,Valid entry,338.86,25,Acceptable,2033.16
ITEM-001379,ORD-00926,PROD-0044,Jump Rope,Sports,1,Valid entry,129.09,126,Review Recommended,87.78
ITEM-001380,ORD-00926,PROD-0032,Air Purifier,Home and Garden,16,Valid entry,2282.93,17,Acceptable,30317.31
ITEM-001381,ORD-00926,PROD-0097,Hot Sauce Bundle Pro,Food and Beverage,20,Valid entry,1311.29,8,Acceptable,24127.74
ITEM-001382,ORD-00926,PROD-0112,Nuts & Seeds Mix Pro,Food and Beverage,20,Valid entry,1330.62,34,Acceptable,17564.18
ITEM-001383,ORD-00291,PROD-0174,Gym Bag Pro,Sports,11,Valid entry,335.66,25,Acceptable,2769.20
ITEM-001384,ORD-00749,PROD-0170,Vitamin C Serum Pro,Beauty,1,Valid entry,862.09,4,Acceptable,827.61
ITEM-001385,ORD-00749,PROD-0054,Electric Toothbrush,Beauty,11,Valid entry,1315.46,33,Acceptable,9694.94
ITEM-001386,ORD-00749,PROD-0146,Design Software Pro,Software,6,Valid entry,723.98,7,Acceptable,4039.81
ITEM-001387,ORD-04304,PROD-0093,Financial Freedom Pro,Books,17,Valid entry,1358.05,22,Acceptable,18007.74
ITEM-001388,ORD-02527,PROD-0029,Baseball Cap,Apparel,16,Valid entry,1309.55,38,Acceptable,12990.74
ITEM-001389,ORD-04403,PROD-0054,Electric Toothbrush,Beauty,13,Valid entry,1315.46,31,Acceptable,11799.68
ITEM-001390,ORD-04403,PROD-0070,AI Fundamentals,Books,15,Valid entry,198.30,2,Acceptable,2915.01
ITEM-001391,ORD-04403,PROD-0134,Nuts & Seeds Mix Pro,Food and Beverage,15,Valid entry,1261.60,30,Acceptable,13246.80
ITEM-001392,ORD-03672,PROD-0140,Bed Sheets Pro,Home and Garden,10,Valid entry,1071.89,35,Acceptable,6967.29
ITEM-001393,ORD-03672,PROD-0190,Foam Roller Pro,Sports,14,Valid entry,2998.27,16,Acceptable,35259.66
ITEM-001394,ORD-03672,PROD-0086,Running Shoes Pro,Apparel,12,Valid entry,392.61,34,Acceptable,3109.47
ITEM-001395,ORD-00628,PROD-0055,Perfume 50ml,Beauty,2,Valid entry,1469.34,35,Acceptable,1910.14
ITEM-001396,ORD-02090,PROD-0029,Baseball Cap,Apparel,11,Valid entry,1309.55,28,Acceptable,10371.64
ITEM-001397,ORD-02090,PROD-0099,Premium Coffee Beans Pro,Food and Beverage,6,Valid entry,424.25,15,Acceptable,2163.67
ITEM-001398,ORD-02090,PROD-0083,Lip Balm Set Pro,Beauty,11,Valid entry,310.69,10,Acceptable,3075.83
ITEM-001399,ORD-03296,PROD-0127,Desk Lamp Pro,Home and Garden,9,Valid entry,50.58,19,Acceptable,368.73
ITEM-001400,ORD-03296,PROD-0069,Growth Hacking,Books,-9,Entry Error - Review,910.45,1,Acceptable,8112.11
ITEM-001401,ORD-03296,PROD-0055,Perfume 50ml,Beauty,15,Valid entry,1469.34,20,Acceptable,17632.08
ITEM-001402,ORD-03296,PROD-0052,Vitamin C Serum,Beauty,17,Valid entry,726.02,23,Acceptable,9503.60
ITEM-001403,ORD-01899,PROD-0070,AI Fundamentals,Books,19,Valid entry,198.30,13,Acceptable,3277.90
ITEM-001404,ORD-01899,PROD-0118,Foam Roller Pro,Sports,12,Valid entry,NULL,1,Acceptable,51162.76
ITEM-001405,ORD-01899,PROD-0149,Lip Balm Set Pro,Beauty,18,Valid entry,231.82,7,Acceptable,3880.67
ITEM-001406,ORD-01899,PROD-0181,Cloud Storage Pro,Software,1,Valid entry,1691.68,32,Acceptable,NULL
ITEM-001407,ORD-00095,PROD-0058,Nail Polish Set,Beauty,16,Valid entry,372.61,12,Acceptable,5246.35
ITEM-001408,ORD-04708,PROD-0071,Premium Coffee Beans,Food and Beverage,5,Valid entry,332.96,20,Acceptable,1331.84
ITEM-001409,ORD-04708,PROD-0043,Protein Powder,Sports,5,Valid entry,345.71,0,Acceptable,1728.55
ITEM-001410,ORD-04708,PROD-0080,Herbal Tea Set,Food and Beverage,5,Valid entry,1313.91,18,Acceptable,5387.03
ITEM-001411,ORD-04708,PROD-0118,Foam Roller Pro,Sports,4,Valid entry,4306.63,25,Acceptable,12919.89
ITEM-001412,ORD-00493,PROD-0087,Hair Dryer Pro,Beauty,19,Valid entry,957.33,1,Acceptable,18007.38
ITEM-001413,ORD-01581,PROD-0012,CRM Platform,Software,5,Valid entry,558.51,21,Acceptable,2206.11
ITEM-001414,ORD-01581,PROD-0200,Data Analytics Guide Pro,Books,16,Valid entry,672.78,28,Acceptable,7750.43
ITEM-001415,ORD-01581,PROD-0096,Robot Vacuum Pro,Home and Garden,10,Valid entry,1308.53,23,Acceptable,10075.68
ITEM-001416,ORD-01581,PROD-0182,Coffee Maker Pro,Home and Garden,1,Valid entry,1789.99,30,Acceptable,1252.99
ITEM-001417,ORD-04772,PROD-0034,Smart Thermostat,Home and Garden,11,Valid entry,669.46,27,Acceptable,5375.76
ITEM-001418,ORD-04772,PROD-0061,Data Analytics Guide,Books,13,Valid entry,706.17,1,Acceptable,9088.41
ITEM-001419,ORD-04772,PROD-0067,Design Thinking,Books,-6,Entry Error - Review,866.02,7,Acceptable,8859.38
ITEM-001420,ORD-04565,PROD-0158,Wall Art Pro,Home and Garden,-10,Entry Error - Review,1235.81,19,Acceptable,10010.06
ITEM-001421,ORD-03563,PROD-0026,Polo Shirt,Apparel,4,Valid entry,247.26,5,Acceptable,939.59
ITEM-001422,ORD-02329,PROD-0094,Growth Hacking Pro,Books,8,Valid entry,1026.12,13,Acceptable,7141.80
ITEM-001423,ORD-02329,PROD-0066,SQL Deep Dive,Books,5,Valid entry,2840.66,36,Acceptable,9090.11
ITEM-001424,ORD-02329,PROD-0200,Data Analytics Guide Pro,Books,5,Valid entry,672.78,2,Acceptable,3296.62
ITEM-001425,ORD-02329,PROD-0170,Vitamin C Serum Pro,Beauty,10,Valid entry,862.09,32,Acceptable,5862.21
ITEM-001426,ORD-02329,PROD-0138,Perfume 50ml Pro,Beauty,20,Valid entry,1325.71,33,Acceptable,17764.51
ITEM-001427,ORD-03271,PROD-0131,Design Thinking Pro,Books,9,Valid entry,880.31,18,Acceptable,6496.69
ITEM-001428,ORD-01549,PROD-0177,Jump Rope Pro,Sports,10,Valid entry,135.15,9,Acceptable,1229.87
ITEM-001429,ORD-01895,PROD-0176,Video Conferencing Pro,Software,18,Valid entry,2262.72,7,Acceptable,37877.93
ITEM-001430,ORD-01895,PROD-0164,Jump Rope Pro,Sports,3,Valid entry,131.56,39,Acceptable,240.75
ITEM-001431,ORD-01895,PROD-0137,Air Purifier Pro,Home and Garden,16,Valid entry,2331.88,31,Acceptable,25743.96
ITEM-001432,ORD-01895,PROD-0069,Growth Hacking,Books,3,Valid entry,910.45,10,Acceptable,2458.22
ITEM-001433,ORD-00376,PROD-0143,Smoothie Mix Pro,Food and Beverage,7,Valid entry,841.22,14,Acceptable,5064.14
ITEM-001434,ORD-00376,PROD-0004,USB-C Hub,Electronics,5,Valid entry,2263.48,31,Acceptable,7809.01
ITEM-001435,ORD-04953,PROD-0194,Robot Vacuum Pro,Home and Garden,13,Valid entry,1067.17,40,Acceptable,8323.93
ITEM-001436,ORD-04763,PROD-0076,Smoothie Mix,Food and Beverage,4,Valid entry,643.37,33,Acceptable,1724.23
ITEM-001437,ORD-04763,PROD-0189,Coffee Maker Pro,Home and Garden,15,Valid entry,NULL,13,Acceptable,34185.26
ITEM-001438,ORD-04763,PROD-0054,Electric Toothbrush,Beauty,3,Valid entry,1315.46,11,Acceptable,3512.28
ITEM-001439,ORD-04763,PROD-0164,Jump Rope Pro,Sports,9,Valid entry,131.56,19,Acceptable,959.07
ITEM-001440,ORD-04342,PROD-0093,Financial Freedom Pro,Books,3,Valid entry,1358.05,7,Acceptable,3788.96
ITEM-001441,ORD-04342,PROD-0057,Face Mask Kit,Beauty,2,Valid entry,1233.52,37,Acceptable,1554.24
