order_id,customer_id,order_date,order_status,sales_channel,shipping_cost_USD,discount_pct,discount_pct_flag,region,country
ORD-00878,CUST-0160,2024-11-07,Refunded,Marketplace,29.42,33,Acceptable,Latin America,Colombia
ORD-00879,CUST-0301,2021-07-09,Cancelled,Website,16.54,16,Acceptable,North America,United States
ORD-00880,CUST-0187,2021-02-09,Cancelled,Phone,22.90,32,Acceptable,North America,Canada
ORD-00881,CUST-0082,2023-06-07,Completed,In-Store,2.70,4,Acceptable,Africa,South Africa
ORD-00882,CUST-0341,2021-04-05,Cancelled,Mobile App,14.95,11,Acceptable,Middle East,UAE
ORD-00883,CUST-0320,2020-04-26,Refunded,Phone,7.09,18,Acceptable,Middle East,UAE
ORD-00884,CUST-0158,2022-10-20,Completed,Website,31.21,6,Acceptable,Middle East,Saudi Arabia
ORD-00885,CUST-0336,2022-10-23,Completed,Marketplace,42.77,32,Acceptable,Latin America,Chile
ORD-00886,CUST-0284,2020-05-14,Pending,Website,21.53,9,Acceptable,North America,United States
ORD-00887,CUST-0003,2020-09-16,Completed,In-Store,12.13,26,Acceptable,Latin America,Colombia
ORD-00888,CUST-0422,2021-03-27,Completed,Partner Portal,34.68,19,Acceptable,NA Region,Canada
ORD-00889,CUST-0121,2021-07-01,Refunded,Website,31.03,16,Acceptable,Europe,Germany
ORD-00890,CUST-0067,2020-10-10,Pending,In-Store,38.18,9,Acceptable,Africa,Ghana
ORD-00891,CUST-0454,2021-09-18,Completed,Website,34.32,2,Acceptable,Europe,Germany
ORD-00892,CUST-0225,2023-10-02,Completed,Mobile App,37.45,34,Acceptable,North America,Canada
ORD-00893,CUST-0264,2022-05-31,Pending,Partner Portal,37.39,25,Acceptable,Europe,United Kingdom
ORD-00894,CUST-0457,2022-05-02,Completed,Unknown,37.50,5,Acceptable,North America,Mexico
ORD-00895,CUST-0288,2020-04-02,Refunded,Phone,25.78,9,Acceptable,Africa,Kenya
ORD-00896,CUST-0115,2022-10-27,Completed,Marketplace,24.44,21,Acceptable,Middle East,UAE
ORD-00897,CUST-0097,2024-03-19,Completed,Partner Portal,29.10,31,Acceptable,Europe,Netherlands
ORD-00898,CUST-0179,2023-07-25,Completed,In-Store,18.71,30,Acceptable,Middle East,Qatar
ORD-00899,CUST-0125,2022-02-13,Completed,Marketplace,43.35,12,Acceptable,Africa,Ghana
ORD-00900,CUST-0403,2023-03-12,Cancelled,Phone,29.37,10,Acceptable,Africa,Kenya
ORD-00901,CUST-0208,2023-10-23,Completed,Mobile App,3.88,9,Acceptable,Europe,Germany
ORD-00902,CUST-0218,2021-03-30,Refunded,In-Store,36.33,9,Acceptable,Africa,South Africa
ORD-00903,CUST-0103,2020-01-10,Completed,Partner Portal,10.29,30,Acceptable,North America,Canada
ORD-00904,CUST-0078,2022-11-29,Refunded,Phone,15.21,1,Acceptable,Europe,United Kingdom
ORD-00905,CUST-0263,2021-06-24,Cancelled,Marketplace,18.88,33,Acceptable,Asia Pacific,Singapore
ORD-00906,CUST-0065,2024-12-02,Refunded,Unknown,18.39,0,Acceptable,Middle East,UAE
ORD-00907,CUST-0361,2024-04-05,Cancelled,Website,35.75,7,Acceptable,Latin America,Brazil
ORD-00908,CUST-0092,2020-10-23,Pending,Unknown,7.23,30,Acceptable,Latin America,Brazil
ORD-00909,CUST-0003,2021-11-18,Completed,Phone,25.37,31,Acceptable,Latin America,Colombia
ORD-00910,CUST-0058,2022-02-12,Refunded,Unknown,7.82,3,Acceptable,Asia Pacific,South Korea
ORD-00911,CUST-0315,2022-06-08,Completed,Mobile App,25.49,18,Acceptable,Africa,Nigeria
ORD-00912,CUST-0348,2024-09-16,Completed,In-Store,17.59,27,Acceptable,Middle East,UAE
ORD-00913,CUST-0299,2023-02-02,Cancelled,In-Store,32.48,27,Acceptable,Latin America,Argentina
ORD-00914,CUST-0308,2024-06-24,Completed,In-Store,13.25,24,Acceptable,Europe,Sweden
ORD-00915,CUST-0313,2022-10-13,Completed,Unknown,28.19,9,Acceptable,Africa,Kenya
ORD-00916,CUST-0039,2022-01-10,Refunded,In-Store,30.32,8,Acceptable,North America,Mexico
ORD-00917,CUST-0363,2022-10-29,Completed,Partner Portal,5.10,4,Acceptable,Africa,Kenya
ORD-00918,CUST-0187,2020-01-01,Completed,Phone,28.58,11,Acceptable,North America,Canada
ORD-00919,CUST-0426,2021-06-20,Completed,In-Store,12.03,22,Acceptable,Africa,Ghana
ORD-00920,CUST-0212,2024-06-23,Cancelled,Marketplace,21.60,1,Acceptable,Middle East,Saudi Arabia
ORD-00921,CUST-0097,2021-03-09,Cancelled,In-Store,13.20,29,Acceptable,Europe,Netherlands
ORD-00922,CUST-0356,2024-07-24,Pending,In-Store,13.60,8,Acceptable,Europe,Sweden
ORD-00923,CUST-0218,2024-12-05,Completed,Partner Portal,34.06,18,Acceptable,Africa,South Africa
ORD-00924,CUST-0164,2021-11-19,Completed,Partner Portal,40.37,4,Acceptable,North America,Mexico
ORD-00925,CUST-0417,2020-10-01,Pending,Website,37.04,3,Acceptable,Middle East,UAE
ORD-00926,CUST-0398,2021-06-09,Cancelled,Phone,31.56,13,Acceptable,Latin America,Brazil
ORD-00927,CUST-0289,2023-06-20,Refunded,Partner Portal,26.66,13,Acceptable,Europe,Netherlands
ORD-00928,CUST-0141,2023-04-13,Completed,Website,28.11,30,Acceptable,North America,United States
ORD-00929,CUST-0075,2022-06-20,Refunded,Mobile App,27.16,16,Acceptable,Africa,South Africa
ORD-00930,CUST-0349,2021-09-09,Completed,In-Store,23.04,35,Acceptable,Asia Pacific,South Korea
ORD-00931,CUST-0182,2022-04-05,Completed,In-Store,8.30,30,Acceptable,Latin America,Colombia
ORD-00932,CUST-0219,2020-03-05,Completed,In-Store,4.19,10,Acceptable,Asia Pacific,Australia
ORD-00933,CUST-0222,2024-10-06,Pending,Partner Portal,27.57,19,Acceptable,Asia Pacific,India
ORD-00934,CUST-0157,2024-10-07,Cancelled,Partner Portal,9.81,25,Acceptable,Latin America,Chile
ORD-00935,CUST-0333,2021-01-14,Completed,Mobile App,32.45,24,Acceptable,Asia Pacific,Singapore
ORD-00936,CUST-0246,2021-03-27,Pending,Website,10.09,3,Acceptable,Asia Pacific,Singapore
ORD-00937,CUST-0176,2020-02-16,Cancelled,Unknown,12.88,6,Acceptable,Europe,Spain
ORD-00938,CUST-0079,2021-10-06,Cancelled,Phone,23.56,30,Acceptable,Africa,South Africa
ORD-00939,CUST-0321,2020-06-08,Completed,Mobile App,20.67,27,Acceptable,Europe,United Kingdom
ORD-00940,CUST-0225,2021-04-26,Cancelled,Website,40.11,27,Acceptable,North America,Canada
ORD-00941,CUST-0006,2021-03-05,Pending,Partner Portal,4.22,6,Acceptable,Asia Pacific,South Korea
ORD-00942,CUST-0189,2020-10-13,Completed,Phone,5.24,24,Acceptable,Africa,Nigeria
ORD-00943,CUST-0327,2022-07-18,Pending,Mobile App,1.82,21,Acceptable,Middle East,Saudi Arabia
ORD-00944,CUST-0188,2021-05-06,Completed,Partner Portal,19.01,35,Acceptable,Africa,South Africa
ORD-00945,CUST-0125,2022-08-28,Pending,Partner Portal,8.73,11,Acceptable,Africa,Ghana
ORD-00946,CUST-0138,2024-08-17,Completed,Phone,2.98,14,Acceptable,Middle East,UAE
ORD-00947,CUST-0022,2024-12-09,Completed,Phone,34.14,5,Acceptable,North America,United States
ORD-00948,CUST-0278,2024-06-17,Completed,Unknown,9.17,24,Acceptable,North America,United States
ORD-00949,CUST-0018,2024-06-15,Completed,Unknown,33.51,131,Review Recommended,Africa,Ghana
ORD-00950,CUST-0398,2023-05-02,Pending,Marketplace,43.33,28,Acceptable,Latin America,Brazil
ORD-00951,CUST-0166,2023-11-30,Refunded,Mobile App,12.46,11,Acceptable,Latin America,Argentina
ORD-00952,CUST-0413,2024-01-31,Completed,Website,11.92,2,Acceptable,Europe,Germany
ORD-00953,CUST-0185,2021-11-10,Pending,Mobile App,41.82,2,Acceptable,Europe,Netherlands
ORD-00954,CUST-0059,2022-11-03,Completed,In-Store,28.40,29,Acceptable,NA Region,Mexico
ORD-00955,CUST-0174,2022-03-15,Completed,Partner Portal,37.98,5,Acceptable,Europe,Spain
ORD-00956,CUST-0216,2023-11-14,Cancelled,Mobile App,13.88,13,Acceptable,Africa,Kenya
ORD-00957,CUST-0125,2022-11-11,Completed,Mobile App,4.15,13,Acceptable,Africa,Ghana
ORD-00958,CUST-0288,2021-11-24,Completed,Mobile App,16.77,4,Acceptable,Africa,Kenya
ORD-00959,CUST-0076,2024-02-10,Completed,Partner Portal,36.53,30,Acceptable,Africa,Ghana
ORD-00960,CUST-0369,2024-01-17,Refunded,Phone,36.40,7,Acceptable,Middle East,Qatar
ORD-00961,CUST-0453,2021-02-04,Pending,Partner Portal,38.98,14,Acceptable,Latin America,Argentina
ORD-00962,CUST-0191,2020-05-04,Refunded,Phone,18.31,5,Acceptable,North America,Canada
ORD-00963,CUST-0085,2023-12-29,Refunded,Marketplace,9.76,11,Acceptable,Middle East,UAE
ORD-00964,CUST-0072,2020-02-13,Pending,In-Store,41.16,9,Acceptable,Latin America,Colombia
ORD-00965,CUST-0462,2023-04-21,Completed,Partner Portal,5.67,27,Acceptable,Middle East,Saudi Arabia
ORD-00966,CUST-0206,2024-07-30,Pending,Partner Portal,27.64,6,Acceptable,Europe,Netherlands
ORD-00967,CUST-0066,2020-05-09,Cancelled,Unknown,10.93,5,Acceptable,Asia Pacific,South Korea
ORD-00968,CUST-0433,2021-05-15,Completed,Phone,2.39,23,Acceptable,Latin America,Argentina
ORD-00969,CUST-0171,2022-02-23,Completed,Mobile App,14.06,25,Acceptable,Europe,Netherlands
ORD-00970,CUST-0454,2021-01-02,Completed,Phone,40.52,33,Acceptable,Europe,Germany
ORD-00971,CUST-0004,2021-07-13,Cancelled,Mobile App,11.72,23,Acceptable,Latin America,Colombia
ORD-00972,CUST-0167,2021-08-09,Refunded,Unknown,11.38,34,Acceptable,North America,United States
ORD-00973,CUST-0195,2021-09-04,Pending,In-Store,30.40,31,Acceptable,Africa,Nigeria
ORD-00974,CUST-0116,2022-01-04,Completed,In-Store,17.74,26,Acceptable,Latin America,Chile
ORD-00975,CUST-0071,2020-08-30,Refunded,Marketplace,1.37,24,Acceptable,Latin America,Argentina
ORD-00976,CUST-0215,2022-09-28,Completed,Marketplace,43.89,20,Acceptable,Europe,United Kingdom
ORD-00977,CUST-0442,2023-09-23,Refunded,Website,11.16,26,Acceptable,North America,United States
ORD-00978,CUST-0403,2023-09-17,Pending,Website,16.09,33,Acceptable,Africa,Kenya
ORD-00979,CUST-0180,2024-12-20,Completed,Mobile App,25.93,28,Acceptable,North America,Mexico
ORD-00980,CUST-0348,2020-08-23,Completed,Mobile App,23.72,31,Acceptable,Middle East,UAE
ORD-00981,CUST-0292,2020-09-18,Completed,Website,23.91,28,Acceptable,Europe,France
ORD-00982,CUST-0397,2024-09-08,Pending,Marketplace,43.48,1,Acceptable,Latin America,Argentina
ORD-00983,CUST-0395,2022-08-28,Cancelled,Mobile App,7.11,8,Acceptable,Middle East,Qatar
ORD-00984,CUST-0308,2022-09-07,Pending,Partner Portal,24.50,35,Acceptable,Europe,Sweden
ORD-00985,CUST-0092,2020-03-08,Refunded,Website,4.70,18,Acceptable,Latin America,Brazil
ORD-00986,CUST-0400,2024-02-05,Refunded,Partner Portal,6.07,13,Acceptable,Asia Pacific,Australia
ORD-00987,CUST-0174,2020-12-30,Completed,Phone,26.56,12,Acceptable,Europe,Spain
ORD-00988,CUST-0018,2021-11-12,Completed,Phone,29.79,17,Acceptable,Africa,Ghana
ORD-00989,CUST-0275,2020-08-05,Pending,Partner Portal,38.23,20,Acceptable,Africa,South Africa
ORD-00990,CUST-0022,2022-07-20,Refunded,Marketplace,36.92,2,Acceptable,North America,United States
ORD-00991,CUST-0395,2021-10-22,Completed,Marketplace,35.32,34,Acceptable,Middle East,Qatar
ORD-00992,CUST-0425,2024-02-20,Completed,In-Store,6.46,2,Acceptable,North America,Canada
ORD-00993,CUST-0366,2023-06-18,Pending,Mobile App,41.08,10,Acceptable,Europe,Spain
ORD-00994,CUST-0132,2020-11-15,Pending,Phone,21.99,25,Acceptable,Africa,South Africa
ORD-00995,CUST-0402,2022-11-25,Refunded,In-Store,40.56,7,Acceptable,Africa,Nigeria
ORD-00996,CUST-0428,2023-10-25,Refunded,Marketplace,14.20,8,Acceptable,Africa,Kenya
ORD-00997,CUST-0409,2024-12-31,Completed,Marketplace,9.90,7,Acceptable,North America,United States
ORD-00998,CUST-0466,2020-03-14,Completed,In-Store,7.27,21,Acceptable,Europe,Spain
ORD-00999,CUST-0087,2020-09-02,Completed,Phone,16.67,25,Acceptable,Asia Pacific,Australia
ORD-01000,CUST-0225,2021-07-24,Completed,Marketplace,19.04,4,Acceptable,North America,Canada
ORD-01001,CUST-0019,2022-01-15,Pending,Partner Portal,37.43,27,Acceptable,Asia Pacific,India
ORD-01002,CUST-0337,2023-01-06,Pending,Mobile App,0.19,30,Acceptable,Middle East,UAE
ORD-01003,CUST-0265,2020-12-31,Refunded,In-Store,9.47,34,Acceptable,North America,United States
ORD-01004,CUST-0148,2020-12-12,Cancelled,Website,9.03,19,Acceptable,Middle East,UAE
ORD-01005,CUST-0005,2021-10-01,Pending,Website,4.24,9,Acceptable,Africa,South Africa
ORD-01006,CUST-0221,2021-03-06,Completed,Partner Portal,0.82,34,Acceptable,Asia Pacific,Japan
ORD-01007,CUST-0176,2021-10-14,Cancelled,Marketplace,11.58,30,Acceptable,Europe,Spain
ORD-01008,CUST-0423,2021-02-10,Completed,In-Store,42.56,18,Acceptable,Latin America,Colombia
ORD-01009,CUST-0413,2020-12-14,Cancelled,Partner Portal,27.25,7,Acceptable,Europe,Germany
ORD-01010,CUST-0093,2022-07-27,Completed,Mobile App,30.50,12,Acceptable,North America,Canada
ORD-01011,CUST-0077,2021-11-01,Pending,Website,20.06,14,Acceptable,Asia Pacific,Australia
ORD-01012,CUST-0317,2020-12-01,Pending,Website,13.56,2,Acceptable,Middle East,Qatar
ORD-01013,CUST-0408,2020-05-20,Completed,In-Store,37.00,1,Acceptable,Latin America,Colombia
ORD-01014,CUST-0109,2021-01-11,Refunded,Mobile App,22.97,29,Acceptable,Latin America,Chile
ORD-01015,CUST-0325,2022-05-03,Cancelled,Website,13.64,27,Acceptable,Latin America,Chile
ORD-01016,CUST-0092,2022-11-29,Completed,Mobile App,41.13,23,Acceptable,Latin America,Brazil
ORD-01017,CUST-0456,2020-09-20,Cancelled,Marketplace,5.93,1,Acceptable,Europe,Sweden
ORD-01018,CUST-0078,2020-09-07,Pending,Mobile App,31.29,18,Acceptable,Europe,United Kingdom
ORD-01019,CUST-0129,2021-03-10,Cancelled,In-Store,15.54,18,Acceptable,North America,Mexico
ORD-01020,CUST-0235,2022-01-19,Completed,Mobile App,26.57,11,Acceptable,Middle East,UAE
ORD-01021,CUST-0144,2020-06-02,Cancelled,Phone,1.55,27,Acceptable,Asia Pacific,Japan
ORD-01022,CUST-0414,2020-03-01,Completed,In-Store,11.11,0,Acceptable,North America,Canada
ORD-01023,CUST-0443,2024-02-01,Refunded,Partner Portal,40.35,19,Acceptable,Asia Pacific,Australia
ORD-01024,CUST-0267,2024-03-09,Completed,Partner Portal,43.89,34,Acceptable,Europe,Netherlands
ORD-01025,CUST-0122,2022-02-17,Completed,Website,11.37,1,Acceptable,Africa,Nigeria
ORD-01026,CUST-0345,2021-11-02,Completed,In-Store,12.65,17,Acceptable,Latin America,Chile
ORD-01027,CUST-0135,2023-12-18,Completed,Phone,9.27,33,Acceptable,North America,Mexico
ORD-01028,CUST-0319,2023-08-09,Cancelled,Partner Portal,41.80,22,Acceptable,Middle East,UAE
ORD-01029,CUST-0433,2022-10-14,Pending,Marketplace,35.67,28,Acceptable,Latin America,Argentina
ORD-01030,CUST-0433,2021-04-16,Refunded,In-Store,22.28,5,Acceptable,Latin America,Argentina
ORD-01031,CUST-0141,2020-03-30,Completed,Mobile App,2.89,27,Acceptable,North America,United States
ORD-01032,CUST-0428,2021-12-04,Completed,Marketplace,24.66,30,Acceptable,Africa,Kenya
ORD-01033,CUST-0473,2022-01-22,Cancelled,Mobile App,9.69,15,Acceptable,Europe,France
ORD-01034,CUST-0401,2022-08-13,Completed,Phone,20.19,10,Acceptable,Middle East,Qatar
ORD-01035,CUST-0002,2020-06-08,Completed,Partner Portal,8.49,2,Acceptable,Middle East,Qatar
ORD-01036,CUST-0146,2020-12-04,Completed,Mobile App,42.35,2,Acceptable,Africa,Kenya
ORD-01037,CUST-0125,2023-06-16,Completed,Website,22.76,17,Acceptable,Africa,Ghana
ORD-01038,CUST-0455,2022-11-28,Refunded,Website,7.98,21,Acceptable,Asia Pacific,Australia
ORD-01039,CUST-0249,2022-04-16,Pending,Marketplace,31.19,2,Acceptable,Africa,Kenya
ORD-01040,CUST-0376,2023-03-08,Refunded,Partner Portal,4.03,23,Acceptable,Latin America,Brazil
ORD-01041,CUST-0352,2023-09-28,Completed,Mobile App,36.39,21,Acceptable,Europe,France
ORD-01042,CUST-0309,2022-06-29,Completed,Mobile App,8.11,4,Acceptable,Africa,South Africa
ORD-01043,CUST-0026,2022-01-20,Completed,In-Store,16.99,33,Acceptable,Africa,South Africa
ORD-01044,CUST-0163,2022-10-08,Completed,Phone,37.87,28,Acceptable,Asia Pacific,Singapore
ORD-01045,CUST-0450,2022-02-25,Completed,Unknown,36.70,32,Acceptable,Europe,France
ORD-01046,CUST-0332,2021-04-18,Cancelled,Website,40.77,1,Acceptable,Africa,Nigeria
ORD-01047,CUST-0155,2021-09-06,Completed,Partner Portal,22.82,124,Review Recommended,North America,Mexico
ORD-01048,CUST-0407,2023-12-10,Completed,Unknown,21.72,9,Acceptable,Middle East,Qatar
ORD-01049,CUST-0478,2021-08-03,Completed,Website,4.43,5,Acceptable,North America,Mexico
ORD-01050,CUST-0438,2021-04-17,Completed,Phone,29.98,15,Acceptable,Europe,Sweden
ORD-01051,CUST-0195,2022-12-07,Completed,Marketplace,9.08,34,Acceptable,Africa,Nigeria
ORD-01052,CUST-0197,2024-05-11,Refunded,Marketplace,41.80,9,Acceptable,Latin America,Colombia
ORD-01053,CUST-0092,2020-05-31,Pending,Website,6.16,34,Acceptable,Latin America,Brazil
ORD-01054,CUST-0413,2024-07-25,Pending,Partner Portal,27.88,2,Acceptable,Europe,Germany
ORD-01055,CUST-0227,2022-06-23,Completed,Marketplace,44.99,29,Acceptable,North America,Mexico
ORD-01056,CUST-0319,2021-08-21,Completed,Mobile App,41.11,14,Acceptable,Middle East,UAE
ORD-01057,CUST-0384,2021-12-10,Pending,In-Store,18.39,11,Acceptable,Middle East,Qatar
ORD-01058,CUST-0286,2022-07-03,Completed,Marketplace,38.15,32,Acceptable,Africa,South Africa
ORD-01059,CUST-0363,2023-01-28,Completed,In-Store,21.32,29,Acceptable,Africa,Kenya
ORD-01060,CUST-0361,2024-10-27,Cancelled,Website,43.79,34,Acceptable,Latin America,Brazil
ORD-01061,CUST-0244,2021-03-18,Cancelled,Mobile App,38.98,9,Acceptable,North America,Mexico
ORD-01062,CUST-0396,2024-11-19,Pending,Phone,20.02,35,Acceptable,Asia Pacific,India
ORD-01063,CUST-0147,2021-06-20,Completed,In-Store,17.87,18,Acceptable,Latin America,Brazil
ORD-01064,CUST-0185,2023-06-11,Completed,In-Store,6.78,12,Acceptable,Europe,Netherlands
ORD-01065,CUST-0296,2023-12-22,Refunded,Phone,0.18,6,Acceptable,Europe,Germany
ORD-01066,CUST-0308,2020-12-04,Refunded,In-Store,0.67,30,Acceptable,Europe,Sweden
ORD-01067,CUST-0476,2022-05-30,Refunded,Marketplace,17.01,31,Acceptable,Africa,Kenya
ORD-01068,CUST-0222,2022-10-27,Completed,Website,32.43,20,Acceptable,Asia Pacific,India
ORD-01069,CUST-0457,2021-12-02,Completed,Website,39.63,1,Acceptable,North America,Mexico
ORD-01070,CUST-0025,2020-07-21,Cancelled,Mobile App,0.99,10,Acceptable,Europe,Sweden
ORD-01071,CUST-0151,2024-04-10,Completed,Mobile App,31.81,32,Acceptable,Europe,Sweden
ORD-01072,CUST-0368,2024-06-24,Cancelled,Phone,22.23,34,Acceptable,Africa,Nigeria
ORD-01073,CUST-0240,2023-01-31,Completed,Mobile App,25.38,4,Acceptable,Europe,United Kingdom
ORD-01074,CUST-0420,2021-09-29,Pending,Mobile App,5.33,3,Acceptable,Europe,France
ORD-01075,CUST-0192,2022-01-16,Completed,In-Store,43.76,20,Acceptable,Latin America,Argentina
ORD-01076,CUST-0429,2020-08-16,Completed,Marketplace,2.33,10,Acceptable,Asia Pacific,India
ORD-01077,CUST-0255,2023-04-25,Completed,Phone,1.96,28,Acceptable,Africa,Nigeria
ORD-01078,CUST-0362,2020-04-26,Completed,Website,24.98,32,Acceptable,Asia Pacific,India
ORD-01079,CUST-0217,2022-12-01,Completed,Phone,26.50,10,Acceptable,Middle East,UAE
ORD-01080,CUST-0054,2020-08-19,Pending,Partner Portal,11.14,18,Acceptable,Africa,Ghana
ORD-01081,CUST-0034,2020-07-09,Pending,Mobile App,13.46,32,Acceptable,Middle East,UAE
ORD-01082,CUST-0334,2023-10-19,Completed,In-Store,4.87,20,Acceptable,Asia Pacific,South Korea
ORD-01083,CUST-0063,2020-04-12,Completed,Phone,30.91,28,Acceptable,Middle East,Saudi Arabia
ORD-01084,CUST-0376,2023-11-26,Completed,Website,43.52,22,Acceptable,Latin America,Brazil
ORD-01085,CUST-0316,2020-03-26,Completed,In-Store,6.89,11,Acceptable,Africa,Kenya
ORD-01086,CUST-0085,2021-11-15,Cancelled,Marketplace,27.05,13,Acceptable,Middle East,UAE
ORD-01087,CUST-0465,2023-11-20,Completed,Website,26.38,6,Acceptable,Asia Pacific,India
ORD-01088,CUST-0394,2020-05-15,Completed,Mobile App,39.40,20,Acceptable,Latin America,Argentina
ORD-01089,CUST-0225,2020-10-07,Pending,Unknown,14.91,16,Acceptable,North America,Canada
ORD-01090,CUST-0119,2024-12-08,Refunded,Mobile App,6.92,0,Acceptable,North America,Canada
ORD-01091,CUST-0271,2024-06-27,Completed,Partner Portal,12.03,14,Acceptable,Latin America,Chile
ORD-01092,CUST-0306,2021-01-24,Completed,In-Store,44.10,19,Acceptable,Europe,Spain
ORD-01093,CUST-0372,2024-03-27,Completed,Phone,14.82,30,Acceptable,Latin America,Chile
ORD-01094,CUST-0015,2023-05-26,Completed,Marketplace,44.07,0,Acceptable,Africa,Nigeria
ORD-01095,CUST-0309,2023-07-09,Completed,Website,7.55,35,Acceptable,Africa,South Africa
ORD-01096,CUST-0406,2020-11-04,Pending,In-Store,37.57,4,Acceptable,North America,United States
ORD-01097,CUST-0472,2020-01-17,Completed,Mobile App,37.72,10,Acceptable,Europe,Netherlands
ORD-01098,CUST-0229,2021-10-27,Cancelled,Mobile App,29.30,4,Acceptable,Middle East,Qatar
ORD-01099,CUST-0275,2021-09-14,Cancelled,Partner Portal,40.40,19,Acceptable,Africa,South Africa
ORD-01100,CUST-0227,2020-10-22,Completed,Website,32.26,34,Acceptable,North America,Mexico
ORD-01101,CUST-0137,2020-05-21,Completed,Partner Portal,10.62,19,Acceptable,Latin America,Colombia
ORD-01102,CUST-0147,2022-03-07,Completed,Unknown,9.15,3,Acceptable,Latin America,Brazil
ORD-01103,CUST-0276,2021-08-28,Completed,Marketplace,6.08,28,Acceptable,Asia Pacific,India
ORD-01104,CUST-0071,2020-04-14,Pending,Phone,11.60,23,Acceptable,Latin America,Argentina
ORD-01105,CUST-0056,2024-01-01,Completed,Unknown,12.47,18,Acceptable,Asia Pacific,Singapore
ORD-01106,CUST-0461,2021-01-24,Cancelled,In-Store,28.58,12,Acceptable,Middle East,Qatar
ORD-01107,CUST-0462,2023-10-23,Refunded,Phone,24.19,28,Acceptable,Middle East,Saudi Arabia
ORD-01108,CUST-0380,2020-03-05,Refunded,Partner Portal,0.39,6,Acceptable,Asia Pacific,Singapore
ORD-01109,CUST-0297,2022-12-17,Cancelled,In-Store,42.28,19,Acceptable,Middle East,Qatar
ORD-01110,CUST-0236,2024-09-22,Cancelled,Unknown,41.55,14,Acceptable,Middle East,Qatar
ORD-01111,CUST-0450,2023-11-14,Completed,Website,9.94,4,Acceptable,Europe,France
ORD-01112,CUST-0392,2022-09-24,Completed,Website,29.18,19,Acceptable,Asia Pacific,Singapore
ORD-01113,CUST-0013,2022-01-07,Refunded,Website,32.14,12,Acceptable,Latin America,Brazil
ORD-01114,CUST-0447,2020-02-09,Completed,In-Store,6.11,28,Acceptable,Middle East,UAE
ORD-01115,CUST-0427,2023-03-01,Completed,Website,22.22,4,Acceptable,Europe,United Kingdom
ORD-01116,CUST-0106,2020-11-29,Completed,Phone,25.42,19,Acceptable,Latin America,Chile
ORD-01117,CUST-0237,2022-02-15,Refunded,Mobile App,24.92,35,Acceptable,Latin America,Brazil
ORD-01118,CUST-0248,2024-11-27,Completed,In-Store,8.31,10,Acceptable,Europe,Netherlands
ORD-01119,CUST-0046,2021-08-15,Refunded,Marketplace,36.10,3,Acceptable,Asia Pacific,Japan
ORD-01120,CUST-0337,2024-10-18,Completed,Phone,10.89,35,Acceptable,Middle East,UAE
ORD-01121,CUST-0065,2021-08-07,Completed,Partner Portal,44.17,31,Acceptable,Middle East,UAE
ORD-01122,CUST-0211,2023-05-26,Completed,In-Store,5.02,1,Acceptable,Middle East,UAE
ORD-01123,CUST-0270,2021-11-27,Pending,Mobile App,33.90,25,Acceptable,Middle East,Qatar
ORD-01124,CUST-0096,2022-05-05,Refunded,In-Store,15.83,19,Acceptable,Middle East,UAE
ORD-01125,CUST-0373,2023-04-24,Refunded,In-Store,0.58,26,Acceptable,Europe,France
ORD-01126,CUST-0113,2022-12-27,Refunded,In-Store,23.19,14,Acceptable,North America,United States
ORD-01127,CUST-0475,2020-03-10,Cancelled,Marketplace,0.10,0,Acceptable,North America,Mexico
ORD-01128,CUST-0204,2021-11-24,Completed,Unknown,22.40,2,Acceptable,Africa,South Africa
ORD-01129,CUST-0100,2024-11-28,Pending,Marketplace,26.00,13,Acceptable,Europe,United Kingdom
ORD-01130,CUST-0358,2023-08-29,Pending,Phone,28.67,31,Acceptable,Asia Pacific,India
ORD-01131,CUST-0407,2022-04-03,Pending,Website,6.85,7,Acceptable,Middle East,Qatar
ORD-01132,CUST-0355,2020-05-20,Completed,In-Store,14.98,11,Acceptable,Africa,Ghana
ORD-01133,CUST-0402,2020-02-14,Refunded,Phone,5.17,26,Acceptable,Africa,Nigeria
ORD-01134,CUST-0273,2022-10-30,Refunded,Phone,41.65,34,Acceptable,Latin America,Brazil
ORD-01135,CUST-0092,2020-10-07,Pending,Mobile App,2.80,26,Acceptable,Latin America,Brazil
ORD-01136,CUST-0263,2021-10-23,Completed,In-Store,39.43,3,Acceptable,Asia Pacific,Singapore
ORD-01137,CUST-0372,2023-09-24,Pending,Marketplace,39.63,15,Acceptable,Latin America,Chile
ORD-01138,CUST-0137,2021-03-22,Completed,In-Store,34.53,28,Acceptable,Latin America,Colombia
ORD-01139,CUST-0175,2020-01-07,Cancelled,In-Store,42.26,34,Acceptable,Africa,Ghana
ORD-01140,CUST-0344,2021-04-21,Cancelled,In-Store,23.93,16,Acceptable,Africa,Nigeria
ORD-01141,CUST-0420,2022-09-24,Cancelled,Phone,17.74,7,Acceptable,Europe,France
ORD-01142,CUST-0037,2024-09-02,Completed,Marketplace,7.28,16,Acceptable,North America,Mexico
ORD-01143,CUST-0233,2022-01-22,Completed,Marketplace,21.51,13,Acceptable,Europe,Germany
ORD-01144,CUST-0446,2024-06-05,Completed,Website,36.45,13,Acceptable,North America,Mexico
ORD-01145,CUST-0422,2021-04-30,Refunded,Marketplace,20.97,14,Acceptable,North America,Canada
