return_id,order_id,order_id_flag,return_date,return_reason,refund_amount_USD,return_status
RET-0223,ORD-02387,Valid FK,2021-11-02,Changed mind,643.82,Pending
RET-0466,ORD-02387,Valid FK,2024-09-01,Changed mind,536.27,Pending
RET-0759,ORD-02404,Valid FK,2022-09-26,Product not as described,640.04,Processed
RET-0550,ORD-02406,Valid FK,2020-08-21,Better price elsewhere,321.96,Pending
RET-0625,ORD-02417,Valid FK,2021-07-13,Damaged in shipping,560.75,Processed
RET-0172,ORD-02420,Valid FK,2023-01-22,Damaged in shipping,795.06,Pending
RET-0346,ORD-02432,Valid FK,2021-12-10,Duplicate order,64.60,Rejected
RET-0137,ORD-02436,Valid FK,2023-09-21,Unknown,293.30,Pending
RET-0138,ORD-02447,Valid FK,2023-04-16,Defective product,372.33,Processed
RET-0105,ORD-02456,Valid FK,2023-10-06,Quality issues,756.79,Pending
RET-0585,ORD-02480,Valid FK,2023-05-10,Defective product,293.69,Processed
RET-0770,ORD-02480,Valid FK,2022-06-29,Damaged in shipping,516.68,Rejected
RET-0215,ORD-02490,Valid FK,2024-07-15,Damaged in shipping,195.59,Pending
RET-0107,ORD-02495,Valid FK,2021-12-16,Changed mind,349.07,Rejected
RET-0516,ORD-02500,Valid FK,2020-08-13,Quality issues,244.41,Pending
RET-0778,ORD-02501,Valid FK,2023-08-17,Changed mind,629.99,Rejected
RET-0269,ORD-02502,Valid FK,2021-03-17,Damaged in shipping,556.60,Processed
RET-0415,ORD-02507,Valid FK,2024-01-30,Product not as described,211.71,Pending
RET-0741,ORD-02520,Valid FK,2020-06-20,Product not as described,644.61,Processed
RET-0004,ORD-02523,Valid FK,2022-08-07,Defective product,429.37,Processed
RET-0750,ORD-02527,Valid FK,2023-02-05,Product not as described,685.80,Processed
RET-0611,ORD-02530,Valid FK,2021-08-11,Damaged in shipping,394.22,Processed
RET-0092,ORD-02539,Valid FK,2024-07-18,Duplicate order,215.50,Rejected
RET-0387,ORD-02539,Valid FK,2024-10-25,Better price elsewhere,500.37,Rejected
RET-0480,ORD-02542,Valid FK,2024-01-25,Wrong item received,714.95,Rejected
RET-0029,ORD-02542,Valid FK,2021-01-06,Better price elsewhere,188.56,Rejected
RET-0603,ORD-02542,Valid FK,2020-03-20,Product not as described,756.00,Pending
RET-0590,ORD-02548,Valid FK,2021-02-23,Defective product,520.17,Processed
RET-0754,ORD-02551,Valid FK,2021-07-19,Defective product,257.33,Rejected
RET-0119,ORD-02558,Valid FK,2020-08-09,Unknown,204.91,Rejected
RET-0475,ORD-02568,Valid FK,2021-01-28,Damaged in shipping,358.66,Pending
RET-0067,ORD-02575,Valid FK,2020-07-04,Changed mind,105.37,Pending
RET-0656,ORD-02584,Valid FK,2021-12-29,Damaged in shipping,373.95,Pending
RET-0769,ORD-02585,Valid FK,2021-05-22,Quality issues,115.94,Pending
RET-0231,ORD-02591,Valid FK,2024-08-19,Wrong item received,657.29,Rejected
RET-0037,ORD-02601,Valid FK,2022-12-20,Duplicate order,11.24,Rejected
RET-0001,ORD-02602,Valid FK,2023-12-17,Wrong item received,745.62,Processed
RET-0241,ORD-02603,Valid FK,2023-08-13,Quality issues,513.98,Rejected
RET-0612,ORD-02622,Valid FK,2022-02-24,Damaged in shipping,124.59,Pending
RET-0338,ORD-02626,Valid FK,2024-01-11,Changed mind,346.86,Pending
RET-0093,ORD-02656,Valid FK,2024-06-15,Wrong item received,84.47,Processed
RET-0724,ORD-02656,Valid FK,2020-03-05,Unknown,114.01,Processed
RET-0193,ORD-02670,Valid FK,2023-05-03,Damaged in shipping,195.23,Rejected
RET-0179,ORD-02670,Valid FK,2023-09-19,Better price elsewhere,290.19,Rejected
RET-0184,ORD-02673,Valid FK,2023-08-27,Changed mind,781.62,Rejected
RET-0427,ORD-02682,Valid FK,2024-01-26,Damaged in shipping,560.17,Pending
RET-0295,ORD-02698,Valid FK,2021-08-29,Wrong item received,340.18,Pending
RET-0060,ORD-02698,Valid FK,2021-03-12,Damaged in shipping,603.13,Processed
RET-0753,ORD-02706,Valid FK,2021-11-02,Wrong item received,799.27,Rejected
RET-0166,ORD-02711,Valid FK,2022-12-07,Duplicate order,480.12,Processed
RET-0432,ORD-02730,Valid FK,2024-03-22,Defective product,45.87,Processed
RET-0551,ORD-02735,Valid FK,2021-02-10,Defective product,576.50,Processed
RET-0639,ORD-02735,Valid FK,2023-06-25,Duplicate order,85.75,Processed
RET-0654,ORD-02739,Valid FK,2020-07-28,Damaged in shipping,750.17,Processed
RET-0768,ORD-02741,Valid FK,2024-08-02,Unknown,483.95,Processed
RET-0435,ORD-02743,Valid FK,2020-10-18,Damaged in shipping,539.34,Pending
RET-0608,ORD-02759,Valid FK,2022-10-24,Better price elsewhere,282.38,Pending
RET-0713,ORD-02776,Valid FK,2021-05-02,Defective product,337.82,Pending
RET-0013,ORD-02780,Valid FK,2021-09-15,Better price elsewhere,302.84,Processed
RET-0325,ORD-02782,Valid FK,2022-03-31,Duplicate order,130.79,Rejected
RET-0486,ORD-02783,Valid FK,2023-10-21,Better price elsewhere,291.88,Rejected
RET-0760,ORD-02783,Valid FK,2020-04-26,Unknown,655.94,Processed
RET-0564,ORD-02787,Valid FK,2022-12-31,Unknown,295.09,Processed
RET-0340,ORD-02787,Valid FK,2024-08-24,Product not as described,441.44,Pending
RET-0099,ORD-02787,Valid FK,2021-07-08,Changed mind,434.84,Processed
RET-0326,ORD-02803,Valid FK,2020-05-19,Changed mind,114.01,Rejected
RET-0587,ORD-02803,Valid FK,2024-08-05,Changed mind,38.31,Processed
RET-0537,ORD-02805,Valid FK,2022-12-19,Wrong item received,460.94,Processed
RET-0430,ORD-02808,Valid FK,2022-01-25,Quality issues,12.69,Pending
RET-0304,ORD-02830,Valid FK,2020-12-27,Defective product,316.01,Pending
RET-0040,ORD-02834,Valid FK,2021-08-06,Quality issues,648.35,Pending
RET-0601,ORD-02835,Valid FK,2022-09-03,Damaged in shipping,754.80,Pending
RET-0773,ORD-02835,Valid FK,2023-01-06,Defective product,403.12,Rejected
RET-0522,ORD-02836,Valid FK,2021-07-06,Quality issues,439.10,Rejected
RET-0142,ORD-02843,Valid FK,2024-05-04,Damaged in shipping,323.01,Processed
RET-0369,ORD-02844,Valid FK,2022-08-31,Duplicate order,290.45,Rejected
RET-0292,ORD-02853,Valid FK,2022-11-21,Better price elsewhere,371.93,Pending
RET-0402,ORD-02863,Valid FK,2022-12-26,Changed mind,61.52,Pending
RET-0123,ORD-02866,Valid FK,2023-07-20,Quality issues,657.55,Rejected
RET-0334,ORD-02870,Valid FK,2024-09-18,Better price elsewhere,470.11,Rejected
RET-0557,ORD-02872,Valid FK,2022-12-13,Wrong item received,198.22,Rejected
RET-0096,ORD-02888,Valid FK,2023-05-19,Duplicate order,789.94,Rejected
RET-0709,ORD-02910,Valid FK,2023-11-05,Product not as described,81.72,Rejected
RET-0010,ORD-02911,Valid FK,2023-03-02,Damaged in shipping,201.29,Pending
RET-0273,ORD-02918,Valid FK,2024-05-26,Unknown,242.45,Pending
RET-0470,ORD-02918,Valid FK,2024-10-20,Changed mind,657.42,Pending
RET-0638,ORD-02924,Valid FK,2021-03-15,Damaged in shipping,168.22,Processed
RET-0316,ORD-02932,Valid FK,2024-09-13,Quality issues,697.40,Rejected
RET-0227,ORD-02941,Valid FK,2021-09-15,Better price elsewhere,35.19,Processed
RET-0685,ORD-02941,Valid FK,2022-02-17,Changed mind,790.58,Rejected
RET-0718,ORD-02957,Valid FK,2024-06-09,Duplicate order,582.17,Rejected
RET-0257,ORD-02957,Valid FK,2020-06-30,Defective product,247.16,Processed
RET-0605,ORD-02966,Valid FK,2022-12-15,Wrong item received,105.29,Rejected
RET-0168,ORD-02967,Valid FK,2021-03-05,Changed mind,752.35,Pending
RET-0716,ORD-02978,Valid FK,2021-02-07,Damaged in shipping,138.26,Processed
RET-0739,ORD-02983,Valid FK,2021-12-13,Defective product,116.25,Pending
RET-0069,ORD-02987,Valid FK,2022-11-30,Wrong item received,99.52,Pending
RET-0433,ORD-02988,Valid FK,2021-03-30,Damaged in shipping,607.87,Pending
RET-0578,ORD-02988,Valid FK,2024-12-08,Better price elsewhere,696.11,Processed
RET-0141,ORD-03002,Valid FK,2020-04-20,Changed mind,356.97,Processed
RET-0333,ORD-03021,Valid FK,2022-07-16,Duplicate order,497.58,Rejected
RET-0101,ORD-03022,Valid FK,2021-05-06,Better price elsewhere,413.87,Rejected
RET-0454,ORD-03027,Valid FK,2020-10-24,Damaged in shipping,325.13,Rejected
RET-0495,ORD-03034,Valid FK,2023-11-18,Product not as described,325.28,Processed
RET-0032,ORD-03036,Valid FK,2021-08-16,Better price elsewhere,162.69,Pending
RET-0288,ORD-03047,Valid FK,2022-04-20,Unknown,19.48,Rejected
RET-0417,ORD-03047,Valid FK,2021-10-24,Damaged in shipping,544.18,Pending
RET-0725,ORD-03056,Valid FK,2024-03-23,Changed mind,374.86,Rejected
RET-0528,ORD-03067,Valid FK,2020-06-10,Product not as described,362.45,Rejected
RET-0384,ORD-03079,Valid FK,2022-04-30,Defective product,689.32,Rejected
RET-0262,ORD-03109,Valid FK,2020-12-22,Quality issues,712.71,Rejected
RET-0781,ORD-03112,Valid FK,2024-05-25,Better price elsewhere,511.23,Rejected
RET-0003,ORD-03115,Valid FK,2024-02-22,Defective product,322.05,Processed
RET-0458,ORD-03118,Valid FK,2022-09-24,Changed mind,80.34,Processed
RET-0347,ORD-03120,Valid FK,2022-01-27,Unknown,229.24,Pending
RET-0446,ORD-03122,Valid FK,2020-06-16,Damaged in shipping,91.43,Pending
RET-0669,ORD-03127,Valid FK,2022-01-16,Duplicate order,304.02,Processed
RET-0593,ORD-03128,Valid FK,2021-07-18,Duplicate order,681.44,Processed
RET-0394,ORD-03135,Valid FK,2021-08-27,Product not as described,166.95,Rejected
RET-0487,ORD-03142,Valid FK,2023-10-26,Damaged in shipping,775.53,Pending
RET-0657,ORD-03175,Valid FK,2021-01-12,Quality issues,426.51,Pending
RET-0312,ORD-03180,Valid FK,2020-04-05,Better price elsewhere,434.42,Rejected
RET-0061,ORD-03188,Valid FK,2020-04-18,Duplicate order,192.80,Pending
RET-0081,ORD-03188,Valid FK,2023-06-02,Product not as described,690.53,Rejected
RET-0131,ORD-03204,Valid FK,2024-01-24,Wrong item received,711.70,Processed
RET-0051,ORD-03209,Valid FK,2023-04-19,Changed mind,654.91,Rejected
RET-0020,ORD-03211,Valid FK,2022-08-20,Damaged in shipping,209.73,Processed
RET-0555,ORD-03211,Valid FK,2023-04-06,Quality issues,405.00,Processed
RET-0662,ORD-03215,Valid FK,2023-05-30,Wrong item received,264.14,Processed
RET-0309,ORD-03242,Valid FK,2022-06-03,Duplicate order,443.25,Pending
RET-0324,ORD-03251,Valid FK,2024-07-27,Duplicate order,227.75,Processed
RET-0439,ORD-03251,Valid FK,2021-06-13,Better price elsewhere,137.24,Processed
RET-0727,ORD-03258,Valid FK,2021-06-13,Wrong item received,73.23,Pending
RET-0490,ORD-03266,Valid FK,2024-11-07,Quality issues,746.13,Rejected
RET-0385,ORD-03275,Valid FK,2021-06-28,Damaged in shipping,127.64,Rejected
RET-0390,ORD-03284,Valid FK,2022-10-10,Damaged in shipping,399.08,Pending
RET-0448,ORD-03292,Valid FK,2020-07-09,Defective product,625.29,Rejected
RET-0477,ORD-03294,Valid FK,2020-09-02,Defective product,298.37,Rejected
RET-0533,ORD-03301,Valid FK,2024-02-22,Changed mind,593.97,Rejected
RET-0253,ORD-03312,Valid FK,2023-11-24,Unknown,314.47,Pending
RET-0395,ORD-03313,Valid FK,2021-07-23,Wrong item received,365.76,Pending
RET-0614,ORD-03313,Valid FK,2024-05-20,Changed mind,790.85,Processed
RET-0337,ORD-03317,Valid FK,2020-03-12,Defective product,716.93,Pending
RET-0575,ORD-03318,Valid FK,2021-11-16,Better price elsewhere,16.35,Processed
RET-0705,ORD-03329,Valid FK,2024-07-25,Better price elsewhere,61.90,Rejected
RET-0041,ORD-03349,Valid FK,2021-12-26,Damaged in shipping,456.41,Processed
RET-0581,ORD-03358,Valid FK,2021-10-17,Defective product,559.26,Pending
RET-0313,ORD-03361,Valid FK,2024-01-06,Wrong item received,87.77,Processed
RET-0091,ORD-03366,Valid FK,2020-11-25,Changed mind,162.91,Pending
RET-0220,ORD-03367,Valid FK,2023-06-14,Duplicate order,712.78,Rejected
RET-0007,ORD-03382,Valid FK,2021-08-29,Damaged in shipping,526.90,Rejected
RET-0629,ORD-03389,Valid FK,2020-03-15,Defective product,389.97,Pending
RET-0078,ORD-03394,Valid FK,2022-02-01,Unknown,759.06,Rejected
RET-0730,ORD-03405,Valid FK,2023-09-17,Duplicate order,661.34,Processed
RET-0449,ORD-03409,Valid FK,2024-05-10,Damaged in shipping,507.78,Pending
RET-0310,ORD-03419,Valid FK,2024-11-24,Better price elsewhere,232.64,Rejected
RET-0120,ORD-03419,Valid FK,2023-12-10,Damaged in shipping,687.41,Pending
RET-0752,ORD-03424,Valid FK,2022-10-19,Changed mind,125.70,Pending
RET-0160,ORD-03426,Valid FK,2023-09-06,Defective product,646.25,Rejected
RET-0212,ORD-03433,Valid FK,2024-08-13,Wrong item received,46.98,Processed
RET-0407,ORD-03437,Valid FK,2023-11-24,Duplicate order,111.14,Processed
RET-0447,ORD-03439,Valid FK,2024-07-15,Unknown,689.61,Rejected
RET-0226,ORD-03463,Valid FK,2024-11-05,Defective product,232.95,Rejected
RET-0161,ORD-03469,Valid FK,2022-01-23,Duplicate order,252.29,Processed
RET-0501,ORD-03469,Valid FK,2021-08-28,Product not as described,325.21,Rejected
RET-0237,ORD-03474,Valid FK,2021-04-19,Wrong item received,736.36,Processed
RET-0284,ORD-03477,Valid FK,2020-08-01,Defective product,439.27,Rejected
RET-0260,ORD-03492,Valid FK,2022-03-12,Changed mind,769.19,Pending
RET-0383,ORD-03500,Valid FK,2023-03-02,Unknown,788.79,Rejected
RET-0163,ORD-03501,Valid FK,2023-03-12,Defective product,762.01,Rejected
RET-0305,ORD-03502,Valid FK,2024-12-30,Wrong item received,30.89,Rejected
RET-0054,ORD-03510,Valid FK,2024-11-25,Defective product,615.43,Pending
RET-0574,ORD-03510,Valid FK,2024-03-25,Better price elsewhere,416.70,Pending
RET-0034,ORD-03512,Valid FK,2024-07-13,Better price elsewhere,269.99,Pending
RET-0088,ORD-03512,Valid FK,2020-07-29,Unknown,103.03,Processed
RET-0103,ORD-03514,Valid FK,2024-02-13,Defective product,781.02,Processed
RET-0291,ORD-03514,Valid FK,2024-12-22,Changed mind,521.78,Pending
RET-0780,ORD-03514,Valid FK,2020-11-20,Defective product,780.21,Pending
RET-0405,ORD-03515,Valid FK,2020-11-05,Wrong item received,399.38,Rejected
RET-0756,ORD-03520,Valid FK,2024-01-12,Damaged in shipping,383.77,Processed
RET-0743,ORD-03520,Valid FK,2023-03-09,Changed mind,387.36,Rejected
RET-0414,ORD-03521,Valid FK,2021-02-16,Wrong item received,276.13,Processed
RET-0488,ORD-03528,Valid FK,2023-12-24,Defective product,221.96,Pending
RET-0532,ORD-03532,Valid FK,2022-04-14,Unknown,629.98,Pending
RET-0631,ORD-03537,Valid FK,2022-01-22,Defective product,134.23,Processed
RET-0236,ORD-03540,Valid FK,2024-06-13,Duplicate order,451.06,Rejected
RET-0136,ORD-03549,Valid FK,2023-03-26,Damaged in shipping,409.09,Rejected
RET-0567,ORD-03551,Valid FK,2024-09-11,Duplicate order,213.05,Rejected
RET-0707,ORD-03552,Valid FK,2022-04-10,Wrong item received,58.92,Pending
RET-0791,ORD-03555,Valid FK,2023-11-06,Changed mind,755.05,Rejected
RET-0548,ORD-03558,Valid FK,2021-05-24,Better price elsewhere,263.85,Processed
RET-0248,ORD-03564,Valid FK,2021-06-13,Better price elsewhere,658.09,Pending
RET-0703,ORD-03573,Valid FK,2022-09-26,Changed mind,224.13,Pending
RET-0075,ORD-03578,Valid FK,2024-07-17,Better price elsewhere,25.13,Rejected
RET-0595,ORD-03579,Valid FK,2020-06-21,Quality issues,261.53,Rejected
RET-0211,ORD-03611,Valid FK,2024-04-23,Unknown,438.19,Rejected
RET-0526,ORD-03612,Valid FK,2022-07-19,Defective product,602.22,Processed
RET-0505,ORD-03622,Valid FK,2024-07-30,Better price elsewhere,545.86,Pending
RET-0637,ORD-03625,Valid FK,2023-08-26,Unknown,175.73,Pending
RET-0408,ORD-03642,Valid FK,2023-05-19,Damaged in shipping,152.00,Pending
RET-0188,ORD-03647,Valid FK,2021-10-29,Defective product,19.74,Pending
RET-0109,ORD-03651,Valid FK,2021-08-31,Better price elsewhere,235.25,Pending
RET-0030,ORD-03651,Valid FK,2022-11-22,Damaged in shipping,798.67,Rejected
RET-0297,ORD-03652,Valid FK,2020-03-26,Defective product,591.89,Pending
RET-0683,ORD-03656,Valid FK,2024-10-28,Product not as described,603.78,Rejected
RET-0602,ORD-03659,Valid FK,2021-06-21,Quality issues,501.92,Rejected
RET-0783,ORD-03665,Valid FK,2024-05-14,Wrong item received,548.00,Processed
RET-0087,ORD-03666,Valid FK,2021-03-30,Product not as described,738.45,Rejected
RET-0763,ORD-03673,Valid FK,2020-07-10,Product not as described,642.51,Pending
RET-0663,ORD-03686,Valid FK,2021-10-08,Quality issues,43.57,Processed
RET-0373,ORD-03716,Valid FK,2021-02-08,Changed mind,133.92,Processed
RET-0106,ORD-03723,Valid FK,2023-05-08,Damaged in shipping,418.69,Processed
RET-0356,ORD-03731,Valid FK,2023-01-20,Product not as described,10.74,Processed
RET-0500,ORD-03738,Valid FK,2023-01-03,Unknown,102.35,Rejected
RET-0617,ORD-03752,Valid FK,2022-05-29,Changed mind,384.89,Rejected
RET-0658,ORD-03754,Valid FK,2024-04-13,Product not as described,253.67,Pending
RET-0677,ORD-03754,Valid FK,2023-03-14,Better price elsewhere,227.68,Pending
RET-0398,ORD-03761,Valid FK,2021-10-09,Better price elsewhere,177.45,Pending
RET-0307,ORD-03779,Valid FK,2024-05-28,Unknown,359.89,Rejected
RET-0790,ORD-03779,Valid FK,2020-05-18,Defective product,217.19,Pending
RET-0635,ORD-03782,Valid FK,2023-01-05,Quality issues,87.30,Pending
RET-0606,ORD-03793,Valid FK,2023-10-31,Damaged in shipping,495.29,Pending
RET-0559,ORD-03798,Valid FK,2021-01-11,Wrong item received,355.43,Processed
RET-0634,ORD-03809,Valid FK,2021-07-27,Unknown,197.44,Rejected
RET-0621,ORD-03820,Valid FK,2024-03-30,Unknown,30.31,Pending
RET-0483,ORD-03822,Valid FK,2021-02-23,Defective product,344.66,Rejected
RET-0737,ORD-03837,Valid FK,2020-08-27,Damaged in shipping,175.99,Pending
RET-0391,ORD-03839,Valid FK,2023-10-23,Better price elsewhere,722.70,Processed
RET-0545,ORD-03846,Valid FK,2021-12-18,Damaged in shipping,499.19,Rejected
RET-0147,ORD-03858,Valid FK,2022-07-12,Damaged in shipping,393.10,Processed
RET-0761,ORD-03863,Valid FK,2021-07-23,Quality issues,424.09,Pending
RET-0599,ORD-03863,Valid FK,2021-10-30,Wrong item received,741.09,Rejected
RET-0247,ORD-03870,Valid FK,2020-05-19,Duplicate order,370.68,Processed
RET-0375,ORD-03870,Valid FK,2023-09-25,Product not as described,450.39,Pending
RET-0323,ORD-03877,Valid FK,2022-10-24,Damaged in shipping,196.30,Pending
RET-0205,ORD-03881,Valid FK,2021-12-27,Better price elsewhere,402.75,Pending
RET-0219,ORD-03897,Valid FK,2020-11-02,Duplicate order,582.81,Pending
RET-0643,ORD-03906,Valid FK,2023-04-29,Better price elsewhere,698.53,Rejected
RET-0735,ORD-03920,Valid FK,2021-06-15,Duplicate order,636.44,Rejected
RET-0579,ORD-03925,Valid FK,2023-09-30,Defective product,559.66,Pending
RET-0568,ORD-03928,Valid FK,2021-02-12,Better price elsewhere,508.30,Processed
RET-0708,ORD-03928,Valid FK,2023-06-11,Product not as described,693.42,Processed
RET-0280,ORD-03933,Valid FK,2022-09-26,Damaged in shipping,357.35,Processed
RET-0609,ORD-03935,Valid FK,2023-03-16,Better price elsewhere,571.56,Rejected
RET-0252,ORD-03958,Valid FK,2020-10-25,Better price elsewhere,477.20,Rejected
RET-0270,ORD-03970,Valid FK,2023-05-08,Duplicate order,72.02,Pending
RET-0566,ORD-03970,Valid FK,2020-11-27,Wrong item received,246.78,Pending
RET-0344,ORD-03991,Valid FK,2022-02-06,Damaged in shipping,794.34,Pending
RET-0089,ORD-03995,Valid FK,2023-08-10,Duplicate order,694.85,Rejected
RET-0728,ORD-04010,Valid FK,2020-08-26,Product not as described,238.40,Processed
RET-0218,ORD-04015,Valid FK,2024-02-20,Damaged in shipping,797.91,Processed
RET-0217,ORD-04017,Valid FK,2024-02-29,Quality issues,280.93,Processed
RET-0690,ORD-04023,Valid FK,2022-09-29,Product not as described,577.34,Rejected
RET-0508,ORD-04024,Valid FK,2023-04-08,Duplicate order,692.12,Processed
RET-0443,ORD-04030,Valid FK,2024-09-22,Better price elsewhere,637.71,Rejected
RET-0023,ORD-04041,Valid FK,2024-07-26,Product not as described,306.78,Rejected
RET-0073,ORD-04054,Valid FK,2024-07-29,Damaged in shipping,612.09,Processed
RET-0170,ORD-04058,Valid FK,2020-08-12,Unknown,606.46,Pending
RET-0494,ORD-04058,Valid FK,2022-05-02,Damaged in shipping,241.34,Processed
RET-0569,ORD-04061,Valid FK,2022-05-19,Product not as described,316.49,Pending
RET-0424,ORD-04070,Valid FK,2021-05-30,Damaged in shipping,636.73,Rejected
RET-0681,ORD-04082,Valid FK,2023-06-16,Product not as described,150.99,Rejected
RET-0513,ORD-04084,Valid FK,2021-07-23,Quality issues,329.85,Processed
RET-0507,ORD-04090,Valid FK,2024-02-11,Better price elsewhere,415.25,Pending
RET-0489,ORD-04097,Valid FK,2023-08-18,Wrong item received,55.96,Pending
RET-0173,ORD-04120,Valid FK,2023-02-15,Changed mind,103.77,Rejected
RET-0772,ORD-04124,Valid FK,2022-07-27,Product not as described,665.64,Processed
RET-0604,ORD-04146,Valid FK,2021-11-05,Damaged in shipping,363.44,Rejected
RET-0757,ORD-04148,Valid FK,2021-09-15,Defective product,451.41,Pending
RET-0714,ORD-04153,Valid FK,2020-09-02,Defective product,756.24,Processed
RET-0381,ORD-04157,Valid FK,2023-09-10,Better price elsewhere,734.15,Rejected
RET-0576,ORD-04169,Valid FK,2020-04-12,Defective product,295.96,Rejected
RET-0143,ORD-04171,Valid FK,2023-12-28,Damaged in shipping,524.14,Processed
RET-0668,ORD-04191,Valid FK,2021-02-28,Wrong item received,155.11,Processed
RET-0745,ORD-04191,Valid FK,2020-07-05,Changed mind,433.50,Pending
RET-0249,ORD-04200,Valid FK,2023-03-06,Unknown,154.68,Processed
RET-0460,ORD-04204,Valid FK,2023-12-13,Changed mind,726.90,Processed
RET-0560,ORD-04204,Valid FK,2022-05-15,Defective product,184.36,Processed
RET-0272,ORD-04211,Valid FK,2024-01-04,Changed mind,331.49,Rejected
RET-0174,ORD-04223,Valid FK,2024-01-15,Wrong item received,487.91,Pending
RET-0423,ORD-04234,Valid FK,2023-09-29,Quality issues,697.28,Processed
RET-0514,ORD-04244,Valid FK,2023-12-29,Wrong item received,191.62,Pending
RET-0476,ORD-04244,Valid FK,2022-04-09,Changed mind,632.10,Processed
RET-0331,ORD-04248,Valid FK,2021-12-30,Defective product,699.80,Pending
RET-0543,ORD-04254,Valid FK,2022-10-09,Better price elsewhere,735.00,Rejected
RET-0104,ORD-04258,Valid FK,2024-06-16,Quality issues,202.91,Pending
RET-0517,ORD-04271,Valid FK,2023-12-16,Unknown,381.25,Processed
RET-0600,ORD-04271,Valid FK,2022-02-20,Damaged in shipping,384.86,Pending
RET-0365,ORD-04276,Valid FK,2024-03-28,Product not as described,233.87,Pending
RET-0124,ORD-04278,Valid FK,2023-08-07,Changed mind,741.33,Rejected
RET-0616,ORD-04278,Valid FK,2024-06-02,Changed mind,148.23,Rejected
RET-0216,ORD-04280,Valid FK,2020-05-21,Changed mind,671.72,Pending
RET-0456,ORD-04280,Valid FK,2022-09-20,Unknown,673.04,Pending
RET-0125,ORD-04292,Valid FK,2024-12-17,Changed mind,711.59,Rejected
RET-0562,ORD-04297,Valid FK,2022-05-17,Changed mind,703.41,Processed
RET-0287,ORD-04307,Valid FK,2022-09-20,Duplicate order,66.97,Processed
RET-0235,ORD-04312,Valid FK,2021-07-28,Quality issues,741.86,Pending
RET-0437,ORD-04326,Valid FK,2020-08-26,Better price elsewhere,128.01,Pending
RET-0673,ORD-04346,Valid FK,2022-08-10,Unknown,757.63,Pending
RET-0071,ORD-04355,Valid FK,2022-05-11,Better price elsewhere,127.79,Pending
RET-0267,ORD-04357,Valid FK,2020-07-10,Defective product,572.44,Processed
RET-0472,ORD-04364,Valid FK,2024-10-22,Quality issues,251.42,Processed
RET-0534,ORD-04365,Valid FK,2022-02-15,Better price elsewhere,307.37,Processed
RET-0479,ORD-04373,Valid FK,2024-04-29,Wrong item received,261.59,Rejected
RET-0452,ORD-04373,Valid FK,2021-02-18,Duplicate order,191.55,Rejected
RET-0797,ORD-04374,Valid FK,2020-12-05,Better price elsewhere,331.71,Pending
RET-0189,ORD-04377,Valid FK,2021-08-15,Unknown,529.54,Pending
RET-0214,ORD-04381,Valid FK,2024-01-24,Quality issues,630.25,Processed
RET-0697,ORD-04381,Valid FK,2023-05-31,Wrong item received,779.20,Rejected
RET-0676,ORD-04386,Valid FK,2022-07-30,Product not as described,632.43,Processed
RET-0541,ORD-04392,Valid FK,2024-09-30,Unknown,258.23,Rejected
RET-0370,ORD-04394,Valid FK,2024-12-23,Product not as described,96.33,Processed
RET-0792,ORD-04407,Valid FK,2021-01-10,Changed mind,186.85,Processed
RET-0538,ORD-04417,Valid FK,2020-03-05,Duplicate order,672.97,Processed
RET-0552,ORD-04428,Valid FK,2024-01-17,Changed mind,799.08,Pending
RET-0438,ORD-04429,Valid FK,2022-04-20,Unknown,752.30,Rejected
RET-0393,ORD-04430,Valid FK,2024-02-14,Wrong item received,443.81,Processed
RET-0497,ORD-04441,Valid FK,2020-03-12,Wrong item received,461.25,Pending
RET-0203,ORD-04443,Valid FK,2023-08-26,Product not as described,647.20,Pending
RET-0786,ORD-04443,Valid FK,2023-08-29,Product not as described,601.37,Pending
RET-0171,ORD-04446,Valid FK,2022-08-26,Product not as described,262.29,Processed
RET-0329,ORD-04462,Valid FK,2024-07-01,Wrong item received,769.14,Rejected
RET-0775,ORD-04466,Valid FK,2020-09-23,Product not as described,206.08,Processed
RET-0044,ORD-04474,Valid FK,2021-01-25,Wrong item received,372.09,Rejected
RET-0695,ORD-04475,Valid FK,2022-01-26,Changed mind,600.32,Processed
RET-0258,ORD-04477,Valid FK,2020-08-01,Changed mind,258.36,Rejected
RET-0130,ORD-04490,Valid FK,2020-08-01,Duplicate order,722.07,Pending
RET-0776,ORD-04511,Valid FK,2022-09-28,Product not as described,47.17,Pending
RET-0140,ORD-04524,Valid FK,2023-11-21,Unknown,460.55,Processed
RET-0122,ORD-04527,Valid FK,2021-02-19,Wrong item received,292.76,Pending
RET-0065,ORD-04554,Valid FK,2024-09-18,Better price elsewhere,47.68,Pending
RET-0556,ORD-04557,Valid FK,2023-04-05,Quality issues,118.58,Pending
RET-0396,ORD-04562,Valid FK,2022-03-19,Better price elsewhere,477.90,Rejected
RET-0276,ORD-04574,Valid FK,2021-09-17,Defective product,731.02,Pending
RET-0596,ORD-04576,Valid FK,2024-10-03,Wrong item received,581.33,Rejected
RET-0308,ORD-04587,Valid FK,2024-10-28,Unknown,228.11,Processed
RET-0339,ORD-04591,Valid FK,2020-04-22,Better price elsewhere,200.66,Pending
RET-0481,ORD-04614,Valid FK,2022-11-03,Better price elsewhere,247.96,Processed
RET-0290,ORD-04616,Valid FK,2022-10-27,Better price elsewhere,97.99,Processed
